Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Change in Interest in Net Assets,Non Operating Gains Losses,Equity Method of Alternative Investment,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,"FINANCIAL METRICS (With COVID-19 Relief Funds)
Operating Margin ","FINANCIAL METRICS (With COVID-19 Relief Funds) 
Non Operating Margin "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Total Margin"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Current Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Days in Accounts Receivable"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Payment Period"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Debt Service Coverage Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Cash Flow to Total Debt"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Equity Financing Ratio "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Age of Plant"," FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Excess of Revenue, Gains and Other Support Over Expenses (Without COVID-19 Relief Funds)", FINANCIAL METRICS (Without COVID-19 Relief Funds) Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Non-Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Margin (Without COVID-19 Relief Funds)
75,Steward Holy Family Hospital,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
","$1,636 ",,,"$20,026,097 ",,,"($1,717,020)","$4,638,569 ","$22,949,283 ",,,,"$18,515,369 ","$44,803,938 ","$31,863,959 ","$12,939,979 ","$1,883,732 ","$33,339,080 ","$56,288,362 ","$282,874 ","($897,551)",,"$28,328,829 ","$27,714,152 ","$487,797 ",,"$6,838,627 ","$7,326,424 ","$35,040,576 ","$21,247,786 ",,,"$21,247,786 ","$56,288,362 ","$235,847,429 ",,"$8,408,150 ","$25,635,173 ",,,"$269,890,753 ",,,,,,-,"$269,890,753 ","$131,962,106 ",,"$2,454,114 ","$276,158 ",,"$135,237,985 ",,"$269,930,363 ","($39,610)",,,"($39,610)",,,"($39,610)",,,,0.8,31,39,4.8,8.60%,37.70%,13,"($25,674,783)",-10.50%,,-10.50%
41,Steward Norwood Hospital,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",$533 ,,,"($748,824)",,,"($1,096,126)","$312,035 ","($1,532,382)",,,,"$22,492,855 ","$42,710,822 ","$27,389,769 ","$15,321,053 ","$597,273 ","$38,411,181 ","$36,878,798 ","$154,275 ","($411,480)",,"$12,302,841 ","$12,045,636 ","$355,609 ",,"$3,905,639 ","$4,261,248 ","$16,306,884 ","$20,571,914 ",,,"$20,571,914 ","$36,878,798 ","$96,400,998 ",,"$3,901,271 ","$19,233,220 ",,,"$119,535,490 ",,,,,,-,"$119,535,490 ","$64,084,836 ",,"$2,222,199 ","($886,281)",,"$72,796,369 ",,"$138,217,122 ","($18,681,633)",,,"($18,681,633)",,,"($18,681,633)",-15.60%,,-15.60%,-0.1,-3,33,23.7,-132.70%,55.80%,12,"($37,914,853)",-37.80%,,-37.80%
114,Steward Saint Anne's Hospital,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",$633 ,,,"$24,002,672 ",,,"($1,468,485)","$5,656,627 ","$28,191,447 ",,,,"$15,899,672 ","$67,052,309 ","$40,060,109 ","$26,992,200 ","$1,509,435 ","$44,401,307 ","$72,592,754 ","$496,457 ","$938,259 ",,"$26,056,674 ","$27,491,390 ","$901,360 ",,"$5,400,037 ","$6,301,397 ","$33,792,787 ","$38,799,967 ",,,"$38,799,967 ","$72,592,754 ","$267,899,145 ",,"$585,392 ","$6,673,068 ",,,"$275,157,605 ",,,,,,-,"$275,157,605 ","$101,664,297 ",,"$4,434,543 ","$2,730 ",,"$149,938,561 ",,"$256,040,132 ","$19,117,474 ",,,"$19,117,474 ",,,"$19,117,474 ",6.90%,,6.90%,1,33,39,47.2,83.00%,53.40%,9,"$12,444,406 ",4.60%,,4.60%
126,Steward St. Elizabeth's Medical Center,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
","($1,462)",,,"$32,710,071 ",,,"($828,467)","$9,862,095 ","$41,742,237 ",,,,"$65,139,074 ","$87,958,227 ","$47,275,667 ","$40,682,560 ","$934,995 ","$106,756,628 ","$148,498,866 ","$208,815 ","$1,473,450 ",,"$52,104,898 ","$53,787,163 ","$320,675 ",,"$6,958,005 ","$7,278,680 ","$61,065,843 ","$87,433,023 ",,,"$87,433,023 ","$148,498,866 ","$371,392,810 ",,"$19,674,260 ","$22,307,960 ",,,"$413,375,030 ",,,,,,-,"$413,375,030 ","$194,166,953 ",,"$4,132,660 ","$127,114 ",,"$212,624,959 ",,"$411,051,686 ","$2,323,344 ",,,"$2,323,344 ",,,"$2,323,344 ",0.60%,,0.60%,0.8,32,47,19.6,11.90%,58.90%,11,"($19,984,616)",-5.10%,,-5.10%
11467,Nashoba Valley Medical Center,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",$780 ,,,"$4,509,820 ",,,"($255,408)","$1,424,253 ","$5,679,445 ",,,,"$2,877,580 ","$12,585,917 ","$6,788,686 ","$5,797,231 ",,"$8,674,811 ","$14,354,257 ","$117,710 ","$371,702 ",,"$6,071,361 ","$6,560,773 ","$77,675 ",,"$1,285,390 ","$1,363,064 ","$7,923,837 ","$6,430,420 ",,,"$6,430,420 ","$14,354,257 ","$47,440,897 ",,"$2,258,478 ","$1,218,100 ",,,"$50,917,475 ",,,,,,-,"$50,917,475 ","$31,137,494 ",,"$653,728 ","$543,451 ",,"$34,606,875 ",,"$66,941,548 ","($16,024,073)",,,"($16,024,073)",,,"($16,024,073)",-31.50%,,-31.50%,0.9,35,34,-22.4,-231.50%,44.80%,10,"($17,242,173)",-34.70%,,-34.70%
99,Morton Hospital,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",,,,"$12,704,572 ",,,"($647,608)","$2,214,816 ","$14,271,780 ",,,,"$14,543,549 ","$23,406,727 ","$16,279,500 ","$7,127,227 ","$1,861,299 ","$23,532,074 ","$37,803,854 ","$150,007 ","$1,110,115 ",,"$14,580,722 ","$15,840,843 ","$159,311 ",,"$4,245,605 ","$4,404,916 ","$20,245,760 ","$17,558,094 ",,,"$17,558,094 ","$37,803,854 ","$115,815,996 ",,"$13,834,112 ","$30,920,713 ",,,"$160,570,821 ",,,,,,-,"$160,570,821 ","$75,659,981 ",,"$2,360,436 ","$33,671 ",,"$72,781,887 ",,"$150,835,975 ","$9,734,846 ",,,"$9,734,846 ",,,"$9,734,846 ",6.10%,,6.10%,0.9,40,36,66,75.60%,46.40%,7,"($21,185,867)",-16.30%,,-16.30%
11273,"Steward Health Care Systems, LLC",HHS,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
","$406,580,000 ",,,"$586,647,000 ",,,,"$395,596,000 ","$1,388,823,000 ",,,,,"$1,425,783,000 ",,"$1,425,783,000 ","$480,379,000 ","$1,906,162,000 ","$3,294,985,000 ","$18,713,000 ","$23,406,000 ",,"$1,613,765,000 ","$1,655,884,000 ","$377,988,000 ",,"$2,659,041,000 ","$3,037,029,000 ","$4,692,913,000 ","($1,397,928,000)",,,"($1,397,928,000)","$3,294,985,000 ","$4,453,490,000 ",,"$570,929,000 ","$389,485,000 ",,,"$5,413,904,000 ",,,,"($26,656,000)",,"($26,656,000)","$5,387,248,000 ","$2,717,230,000 ",,"$206,290,000 ","$72,590,000 ",,"$2,798,731,000 ",,"$5,794,841,000 ","($407,593,000)",,,"($407,593,000)",,,"($407,593,000)",-7.10%,-0.50%,-7.60%,0.8,48,107,-1.4,-9.90%,-42.40%,0,"($797,078,000)",-15.40%,-0.50%,-15.90%
11400,Steward Medical Group,PhysicianOrganization,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,,,,,,,-,,,,,,-,-,,,,,,,,-,-,,,,,,-,,,,-,,,0,,,0,-,,,
122,South Shore Hospital,AcuteHospital,12759,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$112,756,049 ",,"$2,182,921 ","$59,242,723 ",,,,"$34,404,948 ","$208,586,641 ","$281,540,165 ","$2,972,279 ",,,"$560,334,766 ","$292,436,455 ","$267,898,311 ","$72,711,107 ","$625,121,862 ","$833,708,503 ","$11,607,394 ","$5,657,310 ","$2,078,769 ","$188,746,506 ","$208,089,979 ","$213,311,856 ",,"$42,704,156 ","$256,016,012 ","$464,105,991 ","$340,452,236 ","$27,404,200 ","$1,746,076 ","$369,602,512 ","$833,708,503 ","$606,177,116 ",,"$35,813,200 ","$38,015,218 ",,"$4,123,879 ","$684,129,413 ","$33,048,837 ","($7,084,195)",,,,"$25,964,642 ","$710,094,055 ","$401,472,185 ",,"$29,646,042 ","$8,776,284 ",,"$245,129,009 ",,"$685,023,520 ","$25,070,535 ","($13,800,000)","$787,890 ","$12,058,425 ","$18,236,164 ",,"$30,294,589 ",-0.10%,3.70%,3.50%,1,36,113,3.1,13.00%,44.30%,10,"($12,944,683)",-5.80%,3.90%,-1.90%
12759,South Shore Health and Educational Corporation and Subsidiaries,HHS,12759,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$139,666,411 ","$55,683,370 ","$3,032,379 ","$66,142,453 ",,,,"$42,385,461 ","$306,910,074 ","$291,268,603 ","$2,972,279 ",,,"$639,824,899 ","$316,802,148 ","$323,022,751 ","$121,998,469 ","$739,262,102 ","$1,046,172,176 ","$16,920,946 ","$6,265,596 ",,"$221,043,247 ","$244,229,789 ","$304,304,926 ",,"$48,408,715 ","$352,713,641 ","$596,943,430 ","$416,880,894 ","$28,739,975 ","$3,607,877 ","$449,228,746 ","$1,046,172,176 ","$686,403,479 ",,"$40,606,994 ","$48,844,788 ",,"$4,123,879 ","$779,979,140 ","$36,994,253 ","($7,095,338)",,,,"$29,898,915 ","$809,878,055 ","$449,615,451 ",,"$35,468,779 ","$11,197,223 ",,"$292,551,635 ",,"$788,833,088 ","$21,044,967 ",,"$787,890 ","$21,832,857 ","$18,236,164 ",,"$40,069,021 ",-1.10%,3.70%,2.60%,1.3,35,115,2.4,10.30%,42.90%,9,"($27,799,821)",-7.60%,3.90%,-3.70%
13120,"Coastal Medical Associates, Inc",PhysicianOrganization,12759,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$80,013,964 ",,"$6,940,928 ","$10,829,570 ",,,"$97,784,462 ",,,,,,-,"$97,784,462 ","$47,245,893 ",,"$4,430,744 ","$1,226,366 ",,"$53,876,514 ",,"$106,779,517 ","($8,995,055)","$13,800,000 ",,"$4,804,945 ",,,"$4,804,945 ",-9.20%,,-9.20%,-,,,-2.7,,,0,"($19,824,625)",-22.80%,,-22.80%
77,Holyoke Medical Center,AcuteHospital,12767,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$21,569,992 ","$4,078,154 ",,"$17,079,353 ","$9,563 ",,,"$7,779,171 ","$50,516,233 ","$1,276,249 ",,"$3,608,799 ",,"$156,694,011 ","$117,005,010 ","$39,689,001 ","$13,351,906 ","$57,925,955 ","$108,442,188 ","$2,032,190 ","$6,939,367 ",,"$22,667,005 ","$31,638,562 ","$23,392,625 ",,"$64,230,551 ","$87,623,176 ","$119,261,738 ","($15,699,388)","$2,341,271 ","$2,538,567 ","($10,819,550)","$108,442,188 ","$138,579,363 ",,"$24,657,351 ","$12,030,510 ","$11,469,824 ","$7,251 ","$186,744,299 ","$305,297 ","$4,864,051 ",,"($358,127)",,"$4,811,221 ","$191,555,520 ","$106,750,073 ",,"$4,138,353 ","$913,174 ","$1,285,263 ","$60,215,526 ",,"$173,302,389 ","$18,253,131 ","($4,938,034)","$18,843 ","$13,333,940 ","($7,956,645)",,"$5,377,295 ",7.00%,2.50%,9.50%,1.6,45,53,7.9,40.70%,-10.00%,28,"($5,247,203)",-6.00%,2.90%,-3.10%
12767,"Valley Health System, Inc.",HHS,12767,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$24,841,089 ","$4,078,154 ","$45,468 ","$20,100,894 ",,,,"$8,605,880 ","$57,671,485 ","$1,337,823 ","$59,625 ",,,"$180,072,294 ","$121,685,930 ","$58,386,364 ","$23,512,550 ","$83,296,362 ","$140,967,847 ","$2,044,774 ","$6,939,367 ",,"$26,288,940 ","$35,273,081 ","$40,639,580 ",,"$64,505,551 ","$105,145,131 ","$140,418,212 ","($6,113,514)","$3,222,896 ","$3,440,253 ","$549,635 ","$140,967,847 ","$166,291,975 ",,"$29,075,566 ","$12,681,526 ","$12,703,418 ","$70,544 ","$220,823,029 ","$305,297 ","$4,907,518 ",,"($342,021)",,"$4,870,794 ","$225,693,823 ","$139,352,708 ",,"$4,944,438 ","$1,180,807 ","$1,285,263 ","$61,319,469 ",,"$208,082,685 ","$17,611,138 ",,"$18,843 ","$17,629,981 ","($7,956,645)",,"$9,673,336 ",5.60%,2.20%,7.80%,1.6,44,51,7.4,29.70%,0.40%,25,"($7,773,806)",-6.30%,2.40%,-3.90%
14428,Western Mass Physician Associates,PhysicianOrganization,12767,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$7,400,965 ",,"$1,001,680 ","$175,984 ",,,"$8,578,629 ",,,,,,-,"$8,578,629 ","$10,076,043 ",,"$13,849 ",,,"$3,001,105 ",,"$13,090,997 ","($4,512,368)",,,"($4,512,368)",,,"($4,512,368)",-52.60%,,-52.60%,-,,,0,,,0,"($4,688,352)",-55.80%,,-55.80%
129,Sturdy Memorial Hospital,AcuteHospital,12773,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$24,931,105 ",,,"$18,239,134 ","$907,645 ",,,"$9,181,844 ","$53,259,728 ","$1,850,169 ",,,,"$184,544,206 ","$121,118,056 ","$63,426,150 ","$354,727,136 ","$420,003,455 ","$473,263,183 ",,"$21,870,778 ","$1,828,719 ","$27,352,516 ","$51,052,013 ",,,"$12,229,134 ","$12,229,134 ","$63,281,147 ","$409,959,445 ","$22,591 ",,"$409,982,036 ","$473,263,183 ","$190,892,298 ","$482,105 ","$5,287,526 ","$12,549,482 ",,"$262,345 ","$209,473,756 ","$24,904,517 ",,,"($107,951)","$348,679 ","$25,145,245 ","$234,619,001 ","$127,096,424 ",,"$8,204,617 ",,"$760,822 ","$71,361,634 ",,"$207,423,497 ","$27,195,504 ","($6,000,000)","($13,075,416)","$8,120,088 ","($164,400)",,"$7,955,688 ",0.90%,10.70%,11.60%,1,35,53,0,69.30%,86.60%,15,"$14,646,022 ",-4.70%,11.30%,6.60%
12773,"Sturdy Memorial Foundation, Inc. and Affiliates",HHS,12773,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$28,357,570 ",,,"$21,448,975 ",,,,"$11,327,756 ","$61,134,301 ","$10,323,238 ","$10,101 ",,,"$218,490,672 ","$130,858,878 ","$87,631,794 ","$385,153,825 ","$483,118,958 ","$544,253,259 ",,"$21,870,778 ",,"$32,259,854 ","$54,130,632 ",,,"$14,539,134 ","$14,539,134 ","$68,669,766 ","$466,681,893 ","$8,901,599 ",,"$475,583,492 ","$544,253,258 ","$239,338,591 ","$846,582 ","$4,605,788 ","$13,502,644 ",,"$262,345 ","$258,555,950 ","$25,618,738 ","$702,079 ",,"$1,851,982 ","$348,679 ","$28,521,478 ","$287,077,428 ","$178,193,936 ",,"$9,589,011 ",,"$846,582 ","$80,880,481 ",,"$269,510,010 ","$17,567,418 ",,,"$17,567,418 ","($164,400)",,"$17,403,018 ",-3.80%,9.90%,6.10%,1.1,33,45,0,50.20%,87.40%,14,"$4,064,774 ",-8.90%,10.40%,1.50%
11397,"Sturdy Memorial Associates, Inc",PhysicianOrganization,12773,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$48,446,293 ","$364,477 ","$4,592,421 ","$953,162 ",,,"$54,356,353 ",,,,"($60,801)",,"($60,801)","$54,295,552 ","$55,562,151 ",,"$576,765 ",,,"$12,274,033 ",,"$68,412,949 ","($14,117,397)","$1,041,981 ","$13,075,416 ",,,,-,-25.90%,-0.10%,-26.00%,-,,,0,,,0,"($15,070,559)",-28.10%,-0.10%,-28.30%
104,Tufts Medical Center,AcuteHospital,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$27,802,000 ","$37,994,000 ","$4,925,000 ","$78,697,000 ","$79,405,000 ",,"$43,400,000 ","$26,976,000 ","$299,199,000 ","$162,997,000 ",,,"$803,000 ","$588,030,000 ","$393,516,000 ","$194,514,000 ","$469,542,000 ","$827,856,000 ","$1,127,055,000 ","$9,728,000 ","$28,567,000 ","$25,402,000 ","$208,326,000 ","$272,023,000 ","$467,817,000 ",,"$202,476,000 ","$670,293,000 ","$942,316,000 ","$172,955,000 ","$5,070,000 ","$6,713,000 ","$184,738,000 ","$1,127,054,000 ","$731,016,000 ",,"$240,926,000 ","$17,783,000 ","$9,789,000 ","$2,040,000 ","$1,001,554,000 ","$3,404,000 ","($1,680,000)",,"$17,412,000 ",,"$19,136,000 ","$1,020,690,000 ","$458,158,000 ",,"$24,238,000 ","$19,222,000 ","$11,075,000 ","$469,817,000 ",,"$982,510,000 ","$38,180,000 ","($4,618,000)","$1,411,000 ","$34,973,000 ","$2,908,000 ",,"$37,881,000 ",1.90%,1.90%,3.70%,1.1,39,93,2.8,8.40%,16.40%,16,"$10,608,000 ",-0.90%,1.90%,1.10%
85,Lowell General Hospital,AcuteHospital,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$68,186,000 ",,"$1,821,000 ","$43,168,000 ","$59,058,000 ",,"$3,373,000 ","$14,761,000 ","$190,367,000 ","$81,406,000 ",,,"$8,089,000 ","$493,426,000 ","$286,675,000 ","$206,751,000 ","$119,181,000 ","$415,427,000 ","$605,794,000 ","$1,265,000 ","$8,839,000 ","$13,195,000 ","$151,044,000 ","$174,343,000 ","$214,003,000 ",,"$93,782,000 ","$307,785,000 ","$482,128,000 ","$114,664,000 ","$3,937,000 ","$5,065,000 ","$123,666,000 ","$605,794,000 ","$423,677,000 ",,"$20,675,000 ","$23,569,000 ","$7,762,000 ","$1,402,000 ","$477,085,000 ","$2,546,000 ",,,"$2,516,000 ",,"$5,062,000 ","$482,147,000 ","$231,322,000 ",,"$19,562,000 ","$7,453,000 ","$6,821,000 ","$204,583,000 ",,"$469,741,000 ","$12,406,000 ","($20,690,000)","$908,000 ","($7,376,000)","($6,509,000)",,"($13,885,000)",1.50%,1.00%,2.60%,1.1,37,134,4.5,8.20%,20.40%,15,"($18,925,000)",-5.30%,1.10%,-4.20%
3111,Melrose-Wakefield Healthcare,AcuteHospital,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$1,650,000 ","$6,849,000 ","$285,000 ","$25,447,000 ","$49,186,000 ",,,"$6,585,000 ","$90,002,000 ","$95,487,000 ",,,"$1,745,000 ","$442,662,000 ","$369,228,000 ","$73,434,000 ","$193,505,000 ","$364,171,000 ","$454,173,000 ","$3,760,000 ","$997,000 ","$10,995,000 ","$67,827,000 ","$83,579,000 ","$159,765,000 ",,"$30,931,000 ","$190,696,000 ","$274,275,000 ","$156,150,000 ","$7,595,000 ","$16,153,000 ","$179,898,000 ","$454,173,000 ","$197,612,000 ",,"$18,666,000 ","$30,403,000 ",,"$588,000 ","$247,269,000 ","$6,338,000 ",,,"$1,941,000 ",,"$8,279,000 ","$255,548,000 ","$125,774,000 ",,"$13,154,000 ","$5,418,000 ","$2,622,000 ","$86,734,000 ",,"$233,702,000 ","$21,846,000 ","($22,762,000)","$1,703,000 ","$787,000 ","($130,000)",,"$657,000 ",5.30%,3.20%,8.50%,1.1,47,137,4.4,14.40%,39.60%,28,"($8,557,000)",-7.50%,3.70%,-3.80%
12775,"Wellforce, Inc.",HHS,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$172,470,000 ","$267,717,000 ","$7,031,000 ","$184,679,000 ",,,"$3,649,000 ","$119,016,000 ","$754,562,000 ","$436,422,000 ",,,"$21,053,000 ","$535,479,000 ",,"$535,479,000 ","$977,962,000 ","$1,970,916,000 ","$2,725,478,000 ","$14,818,000 ","$40,130,000 ",,"$630,134,000 ","$685,082,000 ","$866,695,000 ",,"$446,363,000 ","$1,313,058,000 ","$1,998,140,000 ","$682,070,000 ","$17,220,000 ","$28,048,000 ","$727,338,000 ","$2,725,478,000 ","$1,636,064,000 ",,"$302,122,000 ","$194,382,000 ",,"$4,064,000 ","$2,136,632,000 ","$14,521,000 ",,,"$27,813,000 ",,"$42,334,000 ","$2,178,966,000 ","$1,261,502,000 ",,"$63,033,000 ","$33,372,000 ","$20,518,000 ","$769,421,000 ",,"$2,147,846,000 ","$31,120,000 ",,"$2,818,000 ","$33,938,000 ","($4,534,000)",,"$29,404,000 ",-0.50%,1.90%,1.40%,1.1,41,113,2.6,6.10%,26.70%,0,"($163,262,000)",-10.40%,2.10%,-8.20%
10991,Tufts Medical Center Physician Organization,PhysicianOrganization,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$142,984,000 ",,"$141,873,000 ","$2,217,000 ",,,"$287,074,000 ","($124,000)",,,,,"($124,000)","$286,950,000 ","$253,634,000 ",,"$499,000 ",,,"$33,328,000 ",,"$287,461,000 ","($511,000)",,,"($511,000)",,,"($511,000)",-0.10%,,-0.20%,-,,,0,,,0,"($2,728,000)",-0.90%,,-1.00%
14420,Circle Health Physicians Inc,PhysicianOrganization,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$44,865,000 ",,"$5,933,000 ","$10,334,000 ",,,"$61,132,000 ","$1,000 ",,,,,"$1,000 ","$61,133,000 ","$45,524,000 ",,"$489,000 ","$3,000 ",,"$21,180,000 ",,"$67,196,000 ","($6,063,000)","$16,511,000 ",,"$10,448,000 ",,,"$10,448,000 ",-9.90%,,-9.90%,-,,,"-1,857.00",,,0,"($16,397,000)",-32.30%,,-32.30%
7895,Hallmark Health Medical Associates,PhysicianOrganization,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$34,533,000 ",,"$10,195,000 ","$4,455,000 ",,,"$49,183,000 ",,,,,,-,"$49,183,000 ","$48,256,000 ",,"$434,000 ","$3,000 ",,"$16,129,000 ",,"$64,822,000 ","($15,639,000)","$18,423,000 ",,"$2,784,000 ",,,"$2,784,000 ",-31.80%,,-31.80%,-,,,"-5,067.30",,,0,"($20,094,000)",-44.90%,,-44.90%
17750,Tufts Medical Center Community Care,PhysicianOrganization,12775,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$5,524,000 ",,"$1,187,000 ",,,,"$6,711,000 ",,,,,,-,"$6,711,000 ","$8,696,000 ",,"$169,000 ",,,"$3,037,000 ",,"$11,902,000 ","($5,191,000)","$277,000 ",,"($4,914,000)",,,"($4,914,000)",-77.40%,,-77.40%,-,,,0,,,0,"($5,191,000)",-77.40%,,-77.40%
57,Emerson Hospital,AcuteHospital,12776,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$50,035,381 ",,,"$27,850,647 ","$1,831,632 ",,,"$8,490,803 ","$88,208,463 ",,,"$5,464,356 ",,"$356,917,350 ","$247,324,475 ","$109,592,875 ","$30,079,903 ","$145,137,134 ","$233,345,597 ","$9,032,300 ","$16,282,957 ",,"$50,988,190 ","$76,303,447 ","$61,954,707 ",,"$49,841,899 ","$111,796,606 ","$188,100,053 ","$40,748,634 ","$2,044,312 ","$2,452,598 ","$45,245,544 ","$233,345,597 ","$240,398,256 ",,"$9,300,625 ","$14,568,177 ",,"$3,260,552 ","$267,527,610 ","$64,588 ",,,"$14,941,660 ",,"$15,006,248 ","$282,533,858 ","$155,685,495 ",,"$10,252,661 ","$2,307,449 ","$3,371,915 ","$114,460,660 ",,"$286,078,180 ","($3,544,322)","($77,981)","$1,927,267 ","($1,695,036)","($3,070,471)",,"($4,765,507)",-6.60%,5.30%,-1.30%,1.2,42,79,0.8,4.90%,19.40%,24,"($18,112,499)",-12.40%,5.60%,-6.80%
12776,"Emerson Health System, Inc. and Subsidiaries",HHS,12776,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$53,287,405 ",,,"$27,850,997 ",,,,"$9,605,391 ","$90,743,793 ",,,,,"$356,917,350 ","$247,324,475 ","$109,592,875 ","$33,744,195 ","$143,337,070 ","$234,080,863 ","$9,032,300 ","$16,282,957 ",,"$52,244,201 ","$77,559,458 ","$61,954,707 ",,"$49,841,899 ","$111,796,606 ","$189,356,064 ","$40,227,889 ","$2,044,312 ","$2,452,598 ","$44,724,799 ","$234,080,863 ","$240,403,916 ",,"$11,088,103 ","$14,568,177 ",,"$3,260,552 ","$269,320,748 ","$64,588 ",,,"$14,941,660 ",,"$15,006,248 ","$284,326,996 ","$156,347,138 ",,"$10,252,661 ","$2,308,403 ","$3,371,915 ","$114,639,421 ",,"$286,919,538 ","($2,592,542)",,"$865,963 ","($1,726,579)","($3,070,471)",,"($4,797,050)",-6.20%,5.30%,-0.90%,1.2,42,81,0.9,5.50%,19.10%,24,"($17,160,719)",-11.90%,5.60%,-6.40%
