Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Change in Interest in Net Assets,Non Operating Gains Losses,Equity Method of Alternative Investment,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,"FINANCIAL METRICS (With COVID-19 Relief Funds)
Operating Margin ","FINANCIAL METRICS (With COVID-19 Relief Funds) 
Non Operating Margin "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Total Margin"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Current Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Days in Accounts Receivable"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Payment Period"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Debt Service Coverage Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Cash Flow to Total Debt"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Equity Financing Ratio "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Age of Plant"
14496,HealthAlliance-Clinton Hospital,AcuteHospital,6755,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$11,159,000","$6,719,000",,"$28,929,000","$51,465,000","$191,000","$6,125,000","$104,588,000","$21,444,000",,"$8,102,000",,"$273,799,000","$155,763,000","$118,036,000","$75,276,000","$222,858,000","$327,446,000",,"$591,000","$100,413,000","$22,805,000","$123,809,000",,"$57,121,000","$4,624,000","$61,745,000","$185,554,000","$112,368,000","$5,683,000","$23,841,000","$141,892,000","$327,446,000","$232,883,000",,"$19,720,000",,"$6,201,152","$444,000","$259,248,152","$1,883,000","$621,848",,"$4,642,000",,"$7,146,848","$266,395,000","$89,068,000",,"$13,774,000","$2,462,000","$4,702,000","$148,758,000",,"$258,764,000","$7,631,000","($2,217,000)","$506,000","$5,920,000",,,"$5,920,000",0.2%,2.7%,2.9%,0.8,45,184,9.7,17.3%,43.3%,11
133,Marlborough Hospital,AcuteHospital,6755,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$1,827,000","$452,000",,"$10,873,000","$44,345,000",,"$2,251,000","$59,748,000","$5,090,000",,,,"$65,735,000","$37,748,000","$27,987,000","$22,097,000","$55,174,000","$114,922,000",,"$1,185,000","$35,449,000","$9,330,000","$45,964,000",,"$11,723,000","$1,082,000","$12,805,000","$58,769,000","$51,079,000","$2,938,000","$2,136,000","$56,153,000","$114,922,000","$103,632,000",,"$1,595,000",,"$1,916,526","$326,000","$107,469,526","$772,000","$125,474",,"$1,653,000",,"$2,550,474","$110,020,000","$42,937,000",,"$3,402,000","$430,000","$1,959,000","$54,200,000",,"$102,928,000","$7,092,000","($898,000)","$120,000","$6,314,000",,,"$6,314,000",4.1%,2.3%,6.4%,1.3,38,164,25.4,22.8%,48.9%,11
68,Harrington Memorial Hospital,AcuteHospital,6755,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$1,096,000",,,"$18,205,000","$37,000","$213,000","$6,651,000","$26,202,000","$204,000",,"$5,886,000",,"$118,240,000","$64,529,000","$53,711,000","$48,186,000","$107,987,000","$134,189,000",,"$646,000","$4,877,000","$21,466,000","$26,989,000",,"$23,975,000","$14,806,000","$38,781,000","$65,770,000","$62,329,000","$204,000","$5,886,000","$68,419,000","$134,189,000","$163,824,000",,"$4,562,000",,"$2,908,000",,"$171,294,000","$2,361,000","$1,678,000",,"$2,645,000",,"$6,684,000","$177,978,000","$96,177,000",,"$6,823,000","$1,017,000","$1,815,000","$61,393,000",,"$167,225,000","$10,753,000","($12,339,000)",,"($1,586,000)",,,"($1,586,000)",2.3%,3.8%,6.0%,1.0,41,60,18.3,65.1%,51.0%,9
3115,UMass Memorial Medical Center,AcuteHospital,6755,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$50,658,000","$29,879,000",,"$218,968,000","$116,896,000","$13,296,000","$64,177,000","$493,874,000",,,"$64,881,000",,"$1,116,275,000","$646,273,000","$470,002,000","$203,725,000","$738,608,000","$1,232,482,000",,"$9,861,000","$394,872,000","$229,762,000","$634,495,000",,"$293,145,000","$43,767,000","$336,912,000","$971,407,000","$196,194,000","$36,595,000","$28,286,000","$261,075,000","$1,232,482,000","$2,204,858,000",,"$141,582,000",,"$27,483,171","$2,764,000","$2,376,687,171","$11,101,000","$9,820,829",,"$4,640,000",,"$25,561,829","$2,402,249,000","$904,577,000",,"$66,615,000","$12,521,000","$61,388,000","$1,426,081,000",,"$2,471,182,000","($68,933,000)","($31,818,000)","$1,205,000","($99,546,000)",,,"($99,546,000)",-3.9%,1.1%,-2.9%,0.8,36,95,0.8,-0.4%,21.2%,10
348,Harrington Physician Services,PhysicianOrganization,6755,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$24,991,000",,"$1,138,000",,,,"$26,129,000","$1,000",,,,,"$1,000","$26,130,000","$31,893,000",,"$129,000",,,"$6,241,000",,"$38,263,000","($12,133,000)","$12,350,000",,"$217,000",,,"$217,000",-46.4%,,-46.4%,-,,,,,,
9784,UMass Memorial Medical Group Inc.,PhysicianOrganization,6755,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$482,101,000",,"$225,679,000",,,"$364,000","$708,144,000","$1,148,000","$252,000",,"$3,284,000",,"$4,684,000","$712,828,000","$577,258,000",,"$2,828,000",,,"$165,920,000",,"$746,006,000","($33,178,000)","$30,805,000",,"($2,373,000)",,,"($2,373,000)",-5.3%,0.7%,-4.7%,-,,,,,,
12767,"Valley Health System, Inc.",HHS,12767,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$18,433,818","$4,641,524",,"$28,761,899",,,"$8,926,995","$60,764,236","$2,706,933","$24,000",,,"$185,956,503","$124,933,465","$61,023,038","$19,820,886","$83,574,857","$144,339,093","$1,968,555","$5,206,301",,"$45,035,474","$52,210,330","$18,923,582",,"$19,676,758","$38,600,340","$90,810,670","$46,868,440","$4,434,476","$2,225,507","$53,528,423","$144,339,093","$223,117,391","$1,010,407","$41,613,543","$4,917,648","$5,911,692","$81,901","$276,652,582","$918,243","$66,555",,"$2,232,388",,"$3,217,186","$279,869,768","$179,737,289",,"$6,272,271","$1,077,011","$3,994,017","$88,287,372",,"$279,367,960","$501,808",,"$365,821","$867,629","$8,760,269",,"$9,627,898",-1.0%,1.1%,0.2%,1.2,47,63,2.5,9.0%,37.1%,20
77,Holyoke Medical Center,AcuteHospital,12767,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$14,047,779","$4,641,524",,"$26,459,303","$35,172",,"$7,342,009","$52,525,787","$2,706,933",,"$3,523,798",,"$182,157,895","$122,422,339","$59,735,556","$5,029,952","$70,996,239","$123,522,026","$1,955,364","$5,206,301",,"$40,603,591","$47,765,256","$18,760,315",,"$16,232,330","$34,992,645","$82,757,901","$36,024,255","$2,313,632","$2,426,238","$40,764,125","$123,522,026","$191,937,798",,"$34,209,744","$4,917,648","$5,911,692","$81,901","$237,058,783","$654,205","$40,821",,"($2,653,489)",,"($1,958,463)","$235,100,320","$142,904,310",,"$5,900,913","$1,010,028","$3,994,017","$84,304,628",,"$238,113,896","($3,013,576)","$1,036,538","$365,821","($1,611,217)","$8,760,269",,"$7,149,052",-0.4%,-0.8%,-1.3%,1.1,50,67,1.3,4.3%,33.0%,21
14428,Western Mass Physician Associates,PhysicianOrganization,12767,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$5,664,508","$1,010,407","$1,631,985",,,,"$8,306,900",,,,,,-,"$8,306,900","$6,984,929",,"$6,209",,,"$2,455,016",,"$9,446,154","($1,139,254)","$1,848,000",,"$708,746",,,"$708,746",-13.7%,,-13.7%,-,,,,,,
12775,"Wellforce, Inc.",HHS,12775,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$193,869,000","$15,617,000","$32,350,000","$309,106,000",,"$8,620,000","$211,200,000","$770,762,000","$194,123,000",,,"$41,778,000","$2,095,685,000","$1,325,761,000","$769,924,000","$498,366,000","$1,504,191,000","$2,274,953,000","$23,102,000","$10,365,000",,"$696,642,000","$730,109,000","$814,795,000",,"$284,336,000","$1,099,131,000","$1,829,240,000","$397,278,000","$20,914,000","$27,521,000","$445,713,000","$2,274,953,000","$1,986,377,000",,"$549,526,000","$263,000","$82,072,000","$7,292,000","$2,625,530,000","$4,469,000","($9,751,000)",,"$177,819,000",,"$172,537,000","$2,798,067,000","$1,533,292,000",,"$85,612,000","$39,581,000","$30,258,000","$1,107,758,000",,"$2,796,501,000","$1,566,000",,"$1,232,000","$2,798,000","$17,003,000",,"$19,801,000",-6.1%,6.2%,0.1%,1.1,57,97,1.0,1.5%,19.6%,15
85,Lowell General Hospital,AcuteHospital,12775,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$29,301,000",,"$5,280,000","$71,664,000","$60,506,000","$8,748,000","$9,903,000","$185,402,000","$6,585,000",,,,"$594,180,000","$361,658,000","$232,522,000","$32,878,000","$271,985,000","$457,387,000","$5,115,000","$30,000","$17,982,000","$93,147,000","$116,274,000","$209,044,000","$26,036,000","$22,278,000","$257,358,000","$373,632,000","$75,102,000","$4,020,000","$4,633,000","$83,755,000","$457,387,000","$517,682,000",,"$56,908,000",,"$22,700,000","$2,081,000","$599,371,000","$223,000",,,"$55,865,000",,"$56,088,000","$655,459,000","$290,943,000",,"$26,274,000","$9,634,000","$13,922,000","$243,299,000",,"$584,072,000","$71,387,000","($89,715,000)","$25,000","($18,303,000)","$4,109,000",,"($14,194,000)",2.3%,8.6%,10.9%,1.6,51,76,7.3,30.0%,18.3%,14
3111,Melrose-Wakefield Healthcare,AcuteHospital,12775,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$24,318,000",,"$1,166,000","$38,993,000","$9,813,000",,"$7,459,000","$81,749,000","$44,078,000",,,"$619,000","$529,392,000","$412,561,000","$116,831,000","$22,917,000","$184,445,000","$269,365,000","$4,918,000","($558,000)","$13,451,000","$29,038,000","$46,849,000","$148,408,000",,"$9,372,000","$157,780,000","$207,799,000","$40,701,000","$5,616,000","$15,248,000","$61,565,000","$269,364,000","$245,490,000",,"$49,109,000","$263,000","$4,059,000","$2,618,000","$301,539,000","$1,348,000","($304,000)",,"$44,987,000",,"$46,031,000","$347,570,000","$154,668,000",,"$16,479,000","$6,069,000","$4,337,000","$109,240,000",,"$290,793,000","$56,777,000","($116,371,000)","$1,205,000","($58,389,000)","($300,000)",,"($58,689,000)",3.1%,13.2%,16.3%,1.7,58,63,7.2,37.5%,22.9%,25
104,Tufts Medical Center,AcuteHospital,12775,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$69,238,000",,"$10,204,000","$155,695,000","$77,525,000","$10,774,000","$69,679,000","$393,115,000","$44,237,000",,,,"$839,514,000","$486,948,000","$352,566,000","$329,436,000","$726,239,000","$1,119,354,000","$12,117,000","$10,236,000","$174,797,000","$198,258,000","$395,408,000","$434,059,000",,"$85,586,000","$519,645,000","$915,053,000","$185,891,000","$10,771,000","$7,639,000","$204,301,000","$1,119,354,000","$888,290,000",,"$286,919,000",,"$55,313,000","$2,504,000","$1,233,026,000","$2,134,000","($9,305,000)",,"$56,173,000",,"$49,002,000","$1,282,028,000","$493,586,000",,"$36,479,000","$21,570,000","$11,999,000","$721,874,000",,"$1,285,508,000","($3,480,000)",,"$138,438,000","$134,958,000",,,"$134,958,000",-4.1%,3.8%,-0.3%,1.0,64,113,1.6,4.0%,18.3%,13
14420,Circle Health Physicians Inc,PhysicianOrganization,12775,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$50,597,000",,"$19,454,000",,,,"$70,051,000",,,,,,-,"$70,051,000","$58,552,000",,"$348,000",,,"$26,845,000",,"$85,745,000","($15,694,000)","$7,178,000",,"($8,516,000)",,,"($8,516,000)",-22.4%,,-22.4%,-,,,,,,
7895,Hallmark Health Medical Associates,PhysicianOrganization,12775,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$38,917,000",,"$16,139,000",,,"$6,000","$55,062,000",,,,,,-,"$55,062,000","$51,612,000",,"$448,000",,,"$12,859,000",,"$64,919,000","($9,857,000)","$18,680,000",,"$8,823,000",,,"$8,823,000",-17.9%,,-17.9%,-,,,,,,
10991,Tufts Medical Center Physician Organization,PhysicianOrganization,12775,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$179,084,000",,"$169,644,000",,,,"$348,728,000","$62,000",,,,,"$62,000","$348,790,000","$313,273,000",,"$825,000","$445,000",,"$106,199,000",,"$420,742,000","($71,952,000)","$61,107,000",,"($10,845,000)",,,"($10,845,000)",-20.6%,,-20.6%,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,MetroWest Medical Center,AcuteHospital,3888,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,"$30,200,000",,,"$37,800,000","$68,000,000",,,,"$5,000,000","$114,300,000","$64,000,000","$50,300,000","$148,300,000","$203,600,000","$271,600,000","$900,000",,,"$44,600,000","$45,500,000","$200,000","$318,800,000","$2,600,000","$321,600,000","$367,100,000","($95,500,000)",,,"($95,500,000)","$271,600,000","$197,400,000",,"$1,000,000",,,,"$198,400,000",,,,,,-,"$198,400,000","$114,700,000",,"$8,900,000","$200,000",,"$91,000,000",,"$214,800,000","($16,400,000)",,,"($16,400,000)",,,"($16,400,000)",-8.3%,,-8.3%,1.5,56,81,(6.6),-16.4%,-35.2%,7
127,Saint Vincent Hospital,AcuteHospital,3888,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,"$76,300,000",,,"$29,300,000","$105,600,000",,,,"$2,700,000","$404,400,000","$142,800,000","$261,600,000","$12,000,000","$276,300,000","$381,900,000","$1,400,000",,,"$39,700,000","$41,100,000","$500,000","$73,600,000","$3,800,000","$77,900,000","$119,000,000","$262,900,000",,,"$262,900,000","$381,900,000","$417,500,000",,,,,,"$417,500,000",,,,,,-,"$417,500,000","$182,100,000",,"$15,000,000","$300,000",,"$210,700,000",,"$408,100,000","$9,400,000",,,"$9,400,000",,,"$9,400,000",2.3%,,2.3%,2.6,67,38,14.5,58.7%,68.8%,10
3888,Tenet Healthcare Corporation,HHS,3888,2023,Dec 31,5,12,"01/01/2023-12/31/2023
","$1,228,000,000",,,"$2,914,000,000",,,"$3,025,000,000","$7,167,000,000",,,,"$3,157,000,000","$12,714,000,000","$6,478,000,000","$6,236,000,000","$11,752,000,000","$21,145,000,000","$28,312,000,000","$120,000,000",,,"$4,640,000,000","$4,760,000,000","$14,882,000,000",,"$3,162,000,000","$18,044,000,000","$22,804,000,000","$5,508,000,000",,,"$5,508,000,000","$28,312,000,000","$20,548,000,000",,"$228,000,000","$16,000,000",,,"$20,792,000,000",,,"($700,000,000)","$8,000,000",,"($692,000,000)","$20,100,000,000","$9,146,000,000",,"$870,000,000","$901,000,000",,"$8,572,000,000",,"$19,489,000,000","$611,000,000",,,"$611,000,000",,,"$611,000,000",6.5%,-3.4%,3.0%,1.5,52,93,2.3,7.5%,19.5%,7
11394,MetroWest Physicians Services,PhysicianOrganization,3888,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$8,300,000",,,,,,"$8,300,000",,,,,,-,"$8,300,000","$10,100,000",,,,,"$1,600,000",,"$11,700,000","($3,400,000)",,,"($3,400,000)",,,"($3,400,000)",-41.0%,,-41.0%,-,,,0.0,,,0
14427,Saint Vincent Medical Company,PhysicianOrganization,3888,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$36,900,000",,,,,,"$36,900,000","$100,000",,,,,"$100,000","$37,000,000","$41,000,000",,"$500,000","$100,000",,"$9,400,000",,"$51,000,000","($14,000,000)",,,"($14,000,000)",,,"($14,000,000)",-38.1%,0.3%,-37.8%,-,,,(134.0),,,0
42,Steward Carney Hospital,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
","($7,732)",,,"$18,785,355","$128,821,479","$3,477,597","$1,828,885","$152,905,583",,,,"$37,396,283","$160,018,102","$28,099,932","$131,918,170","$405,429","$169,719,882","$322,625,465","$11,694,362","$763,077","$101,115,182","$23,188,463","$136,761,084","$120,686,001","$43,775,098","$137,368,155","$301,829,253","$438,590,337","($115,964,872)",,,"($115,964,872)","$322,625,465","$92,462,619",,"$20,577,990",,,,"$113,040,608",,,,"$14,220,768",,"$14,220,768","$127,261,376","$60,019,597",,"$9,947,997","$20,064,481",,"$43,745,959",,"$133,778,034","($6,516,658)",,,"($6,516,658)",,,"($6,516,658)",-16.3%,11.2%,-5.1%,1.1,74,401,0.7,1.3%,-35.9%,3
8701,Steward Good Samaritan Medical Center,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,"$60,693,623","$323,005,658","$1,994,857","$4,881,028","$390,575,166",,,,"$44,158,258","$181,496,764","$52,914,562","$128,582,202","$536,909","$173,277,369","$563,852,535","$16,799,117","$3,982,727","($62,112,003)","$37,270,997","($4,059,162)","$109,113,120","$91,026,834","$20,938,934","$221,078,889","$217,019,726","$346,832,809",,,"$346,832,809","$563,852,535","$315,682,440",,"$18,572,691",,,,"$334,255,131",,,,"$2,875,297",,"$2,875,297","$337,130,428","$146,228,779",,"$8,785,196","$9,225,513",,"$133,581,128",,"$297,820,615","$39,309,813",,,"$39,309,813",,,"$39,309,813",10.8%,0.9%,11.7%,(96.2),70,(10),2.2,45.8%,61.5%,6
75,Steward Holy Family Hospital,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,"$41,691,907","($16,160,139)","$2,522,391","$4,640,656","$32,694,815",,,,"$35,036,057","$238,675,894","$56,518,762","$182,157,132","$602,085","$217,795,273","$250,490,088","$21,695,603","$4,085,254","($298,024,579)","$29,998,933","($242,244,789)","$169,133,276","$94,029,874","$109,123,050","$372,286,200","$130,041,411","$120,448,677",,,"$120,448,677","$250,490,088","$223,488,208",,"$21,462,289",,,,"$244,950,497",,,,"$12,698,334",,"$12,698,334","$257,648,831","$131,074,787",,"$10,720,988","$20,285,894",,"$100,614,067",,"$262,695,736","($5,046,904)",,,"($5,046,904)",,,"($5,046,904)",-6.9%,4.9%,-2.0%,(0.1),68,(357),0.6,-7.8%,48.1%,5
41,Steward Norwood Hospital,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",($712),,,"$2,092,391","$5,119,379","$135,061","$734,594","$8,080,712",,,,"$26,965,267","$52,150,278","$32,270,316","$19,879,962","$496,035","$47,341,264","$55,421,976","$881,625","$1,046,090","($291,351,986)","$30,207,010","($259,217,262)","$7,135,710","$5,036,759","$86,316,781","$98,489,250","($160,728,012)","$216,149,988",,,"$216,149,988","$55,421,976","$16,522,491",,"$57,968,084",,,,"$74,490,575",,,,"$9,074,444",,"$9,074,444","$83,565,019","$10,826,537",,"$1,865,469","$1,356,654",,"$18,029,760",,"$32,078,420","$51,486,599",,,"$51,486,599",,,"$51,486,599",50.8%,10.9%,61.6%,-,46,"(3,144)",24.4,-21.2%,390.0%,17
114,Steward Saint Anne's Hospital,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",($0),,,"$53,835,504","$325,411,631","$1,246,855","$5,864,120","$386,358,110",,,,"$33,871,778","$164,226,563","$63,515,952","$100,710,611","$2,740,057","$137,322,445","$523,680,555","$12,555,284","$1,914,954","($156,425,223)","$35,592,953","($106,362,032)","$83,072,470","$93,633,219","$16,817,632","$193,523,321","$87,161,290","$436,519,265",,,"$436,519,265","$523,680,555","$331,569,570",,"$13,165,610",,,,"$344,735,180",,,,"$2,344,325",,"$2,344,325","$347,079,505","$117,500,571",,"$9,476,494","$10,544,747",,"$171,048,344",,"$308,570,157","$38,509,348",,,"$38,509,348",,,"$38,509,348",10.4%,0.7%,11.1%,(3.6),59,(132),2.5,-206.0%,83.4%,7
126,Steward St. Elizabeth's Medical Center,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
","$8,394",,,"$66,225,111","$275,793,731","$1,783,436","$9,978,000","$353,788,672",,,,"$157,209,322","$350,266,143","$88,596,955","$261,669,188","$721,899","$419,600,409","$773,389,081","$28,129,512","$4,087,178","$160,493,822","$46,872,695","$239,583,208","$205,085,286","$114,746,768","$35,147,792","$354,979,846","$594,563,054","$178,826,028",,,"$178,826,028","$773,389,081","$388,202,068",,"$23,446,921",,,,"$411,648,989",,,,"$4,570,472",,"$4,570,472","$416,219,461","$211,007,334",,"$14,640,358","$19,380,908",,"$184,552,838",,"$429,581,438","($13,361,976)",,,"($13,361,976)",,,"($13,361,976)",-4.3%,1.1%,-3.2%,1.5,62,207,0.4,0.3%,23.1%,6
11467,Nashoba Valley Medical Center,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,"$11,966,414","$10,266,789","$435,307","$1,638,912","$24,307,422",,,,"$6,288,733","$44,319,434","$12,462,767","$31,856,667",,"$38,145,400","$62,452,822","$2,994,424","$766,563","($68,557,788)","$8,188,463","($56,608,338)","$30,733,880","$43,475,950","$47,132,874","$121,342,704","$64,734,366","($2,281,544)",,,"($2,281,544)","$62,452,822","$66,082,466",,"$3,984,635",,,,"$70,067,101",,,,"$4,723,813",,"$4,723,813","$74,790,913","$34,783,688",,"$4,330,600","$8,358,002",,"$25,670,632",,"$73,142,923","$1,647,990",,,"$1,647,990",,,"$1,647,990",-4.1%,6.3%,2.2%,(0.4),66,(304),1.3,-23.1%,-3.7%,3
99,Morton Hospital,AcuteHospital,11273,2023,Dec 31,5,12,"01/01/2023-12/31/2023
",,,,"$28,106,395","$21,414,231","$1,386,228","$4,052,671","$54,959,525",,,,"$32,553,591","$126,865,283","$33,064,752","$93,800,531","$1,275,612","$127,629,734","$182,589,259","$10,601,812","$1,429,154","($152,385)","$23,566,496","$35,445,077","$75,918,968","$37,905,423","$16,025,903","$129,850,294","$165,295,371","$17,293,888",,,"$17,293,888","$182,589,259","$160,018,788",,"$12,536,234",,,,"$172,555,022",,,,"$2,086,371",,"$2,086,371","$174,641,393","$97,232,440",,"$6,441,660","$8,319,283",,"$62,061,354",,"$174,054,737","$586,657",,,"$586,657",,,"$586,657",-0.9%,1.2%,0.3%,1.6,64,74,0.8,6.3%,9.5%,5
6963,Shriners Hospitals for Children Boston,AcuteHospital,13158,2023,Dec 31,5,12,"01/01/2023-12/31/2023
","$201,761",,,"$1,049,530","$177,000",,"$818,494","$2,246,785",,,,,"$125,997,793","$84,116,649","$41,881,144",,"$41,881,144","$44,127,929",,,,"$4,765,946","$4,765,946",,,,-,"$4,765,946","$39,361,983",,,"$39,361,983","$44,127,929","$4,708,536",,"$11,138,283",,,,"$15,846,819",,,,"$21,880,000",,"$21,880,000","$37,726,819","$18,259,923",,"$3,738,509",,,"$18,520,568",,"$40,519,000","($2,792,181)",,,"($2,792,181)",,,"($2,792,181)",-65.4%,58.0%,-7.4%,0.5,81,47,0.0,19.9%,89.2%,23
13158,Shriners Hospitals for Children,HHS,13158,2023,Dec 31,5,12,"01/01/2023-12/31/2023
","$31,811,000",,"$531,613,000","$26,327,000","$217,039,000",,"$9,925,778,000","$10,732,568,000",,,,,"$1,689,724,000","$969,376,000","$720,348,000",,"$720,348,000","$11,452,916,000",,,,"$788,733,000","$788,733,000",,,,-,"$788,733,000","$9,236,991,000","$1,427,192,000",,"$10,664,183,000","$11,452,916,000","$156,628,000",,"$595,481,000",,,,"$752,109,000","$413,299,000",,,"$815,771,000",,"$1,229,070,000","$1,981,179,000",,,,,,"$1,099,201,000",,"$1,099,201,000","$881,978,000",,,"$881,978,000",,,"$881,978,000",-17.5%,62.0%,44.5%,13.6,61,262,0.0,111.8%,93.1%,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steward Health Care did not submit the required health system or physician organization data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
