Hospital,Measure,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019
Redington-Fairview General Hospital,Board Designated and Undesignated Investments,21075117,22256034,23811076,25619499,26774027
Redington-Fairview General Hospital,Due from Affiliates,,,,,
Redington-Fairview General Hospital,Investment in Affiliates,,,,,
Redington-Fairview General Hospital,Other Non-Current Assets,848453,679107,623124,143817,149736
Redington-Fairview General Hospital,"Gross Property, Plant and Equipment",,75096612,82907231,86330445,87595503
Redington-Fairview General Hospital,Accumulated Depreciation,48296588,52118591,56231446,60199924,63952686
Redington-Fairview General Hospital,"Net Property, Plant and Equipment",,26800024,30788640,30098999,27395579
Redington-Fairview General Hospital,Total Unrestricted Assets,103225512,109264346,111096582,114266728,116969362
Redington-Fairview General Hospital,Total Current Liabilities,19391313,20166094,18877024,19541571,16116404
Redington-Fairview General Hospital,Current Long Term Debt,,810000,1335000,1375000,1340000
Redington-Fairview General Hospital,Accounts Payable and Accrued Expenses,8622521,8587846,8413207,8774943,10152263
Redington-Fairview General Hospital,Estimated Third Party Settlements,8282992,8419361,7084738,7217360,4538238
Redington-Fairview General Hospital,Due to Affiliates,,,,,
Redington-Fairview General Hospital,Other Current Liabilities,1675800,1823887,2004079,2209268,45903
Redington-Fairview General Hospital,Total Non-Current Liabilities,27268154,31438541,28420523,24932847,21983711
Redington-Fairview General Hospital,Long Term Debt,20726246,26851775,25437304,23422257,21983711
Redington-Fairview General Hospital,Estimated Third Party Settlements,,,,,
Redington-Fairview General Hospital,Due to Affiliates,,,,,
Redington-Fairview General Hospital,Self Insurance Fund,,,,,
Redington-Fairview General Hospital,Accrued Pension and Post Retiree Health Benefits,6541908,4586766,2983219,1510590,
Redington-Fairview General Hospital,Other Non-Current Liabilities,,,,,
Redington-Fairview General Hospital,Fund Balance Unrestricted,56566045,57659711,63799035,69792310,78869247
Redington-Fairview General Hospital,Total Liabilities & Equity,103225512,109264346,111096582,114266728,116969362
Redington-Fairview General Hospital,Total Restricted Assets,1077667,862928,1144892,928452,1143519
Redington-Fairview General Hospital,Cash and Investments,1077667,862928,1144892,928452,1143519
Redington-Fairview General Hospital,Receivables,,,,,
Redington-Fairview General Hospital,Other Assets,,,,,
Redington-Fairview General Hospital,Total Restricted Liabilities and Equity,1077667,862928,1144892,928452,1143519
Redington-Fairview General Hospital,Total Restricted Fund Balance,1077667,862928,1144892,928452,1143519
Redington-Fairview General Hospital,Total Liabilities,,,,,
Redington-Fairview General Hospital,Temporarily Restricted Net Assets,1077667,862928,1144892,928452,1143519
Redington-Fairview General Hospital,Permanently Restricted Net Assets,,,,,
Redington-Fairview General Hospital,Total Gross Patient Service Revenue,,120180687,131710753,140654411,147165284
Redington-Fairview General Hospital,Gross Inpatient Service Revenue,26263128,27349091,26849681,26481305,26194134
Redington-Fairview General Hospital,Gross Outpatient Service Revenue,93917559,104361662,113804730,120683979,129933121
Redington-Fairview General Hospital,Free Care,,,2285208,3364712,3690747
Redington-Fairview General Hospital,Bad Debt,,,,,8321678
Redington-Fairview General Hospital,Contractuals,35477474,37333630,42746397,44100294,48620843
Redington-Fairview General Hospital,Changes in Prior Year Estimated/Final Settlements,,,,,-1532000
Redington-Fairview General Hospital,Net Patient Service Revenue,74096327,81485749,85127872,88066266,94193505
Redington-Fairview General Hospital,Other Operating Revenue,2290302,3893520,3655397,4556849,5010305
Redington-Fairview General Hospital,Total Operating Revenue,76386629,85379269,88783269,92623115,99203810
Redington-Fairview General Hospital,Total Operating Expenses,79175026,85369744,88674167,92465558,96579394
Redington-Fairview General Hospital,Depreciation and Amortization,3565095,3822002,4112854,3968480,3752759
Redington-Fairview General Hospital,Interest,1060844,1028052,1142781,985493,936379
Redington-Fairview General Hospital,Advertising Expenses,424156,385577,288488,297458,280276
Redington-Fairview General Hospital,Allowed Advertising Expenses,355897,308237,222550,178001,185710
Redington-Fairview General Hospital,Non-Allowed Advertising Expenses,68259,77340,65938,119457,94566
Redington-Fairview General Hospital,Salaries and Benefits,40644558,45016475,47242985,49966082,53373374
Redington-Fairview General Hospital,Other Operating Expenses,33480373,35117638,35887059,37248045,38236606
Redington-Fairview General Hospital,Net Operating Income,-2788397,9525,109102,157557,2624416
Redington-Fairview General Hospital,Total Non-Operating Revenue,4055937,2597238,1315586,1921186,1968966
Redington-Fairview General Hospital,Total Investment Income,3413735,1614730,611125,1208258,1225381
Redington-Fairview General Hospital,Interest and Dividends,3413735,1614730,611125,1208258,1225381
Redington-Fairview General Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Redington-Fairview General Hospital,Permanently Impaired Security Writedowns,,,,,
Redington-Fairview General Hospital,Gains/Losses on Joint Ventures/Equity Investments,-69029,-85935,4207,-19936,-93942
Redington-Fairview General Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Redington-Fairview General Hospital,Other Non-Operating Revenues,,,,711231,1068443
Redington-Fairview General Hospital,Excess of Revenue over Expenses,1267540,2606763,1424688,2078743,4593382
Redington-Fairview General Hospital,Extraordinary Gains/Losses,,,,261305,
Redington-Fairview General Hospital,Total Surplus/Deficit,1267540,2606763,1424688,2340048,4593382
Redington-Fairview General Hospital,Total Change in Unrestricted Net Assets,-7550649,1093666,6139325,5993275,9076937
Redington-Fairview General Hospital,Net Assets Released for Restrictions,,,,,
Redington-Fairview General Hospital,Unrealized Gains/Losses on Investments,-2852910,-2494979,4222344,4008128,2954848
Redington-Fairview General Hospital,Minimum Pension Liability Adjustment,-5965279,981882,492293,-354901,1528707
Redington-Fairview General Hospital,Transfers From/To Affiliates,,,,,
Redington-Fairview General Hospital,Mergers,,,,,
Redington-Fairview General Hospital,Consolidations with Support,,,,,
Redington-Fairview General Hospital,Other Changes,,,,,
Rumford Community Hospital,Total Current Assets,9600573,9197479,11078643,8829117,8666486
Rumford Community Hospital,Cash and Investment,4425790,3719539,4314334,2079290,2533716
Rumford Community Hospital,Current Assets Whose Use is Limited,48522,48531,48541,48543,48543
Rumford Community Hospital,Net Patient Accounts Receivable,5877789,4915770,4157450,3846115,3811038
Rumford Community Hospital,Due from Affiliates,650,,,,
Rumford Community Hospital,Third Party Settlements Receivable,-1398932,-253038,2004901,2027376,1556450
Rumford Community Hospital,Other Accounts Receivable,161886,15409,14506,17513,
Rumford Community Hospital,Inventory,339970,442980,434404,559047,448409
Rumford Community Hospital,Other Current Assets,144898,308288,104507,251233,268330
Rumford Community Hospital,Total Non-Current Assets,15172825,16645362,16121113,15911973,16873165
Rumford Community Hospital,Trustee Held Investments,,,,,
Rumford Community Hospital,Board Designated and Undesignated Investments,2470201,2501604,2753966,3027824,3224741
Rumford Community Hospital,Due from Affiliates,,,,,
Rumford Community Hospital,Investment in Affiliates,,,,,
Rumford Community Hospital,Other Non-Current Assets,530597,540469,954434,670385,1380745
Rumford Community Hospital,"Gross Property, Plant and Equipment",,32972504,35562989,35430394,36502190
Rumford Community Hospital,Accumulated Depreciation,20800477,21959700,23017681,24288426,25795471
Rumford Community Hospital,"Net Property, Plant and Equipment",,12172027,13603289,12412713,12213764
Rumford Community Hospital,Total Unrestricted Assets,24773398,25842841,27199756,24741090,25539651
Rumford Community Hospital,Total Current Liabilities,2773848,4633853,6135340,5350263,6153379
Rumford Community Hospital,Current Long Term Debt,,209238,261820,181760,65599
Rumford Community Hospital,Accounts Payable and Accrued Expenses,2534328,2152444,1852841,2874030,4761153
Rumford Community Hospital,Estimated Third Party Settlements,,,,,
Rumford Community Hospital,Due to Affiliates,,,,,
Rumford Community Hospital,Other Current Liabilities,30282,2219589,4100739,2410634,1273859
Rumford Community Hospital,Total Non-Current Liabilities,3682971,3686914,4071361,3002191,3725338
Rumford Community Hospital,Long Term Debt,1012666,1110931,764812,819136,817565
Rumford Community Hospital,Estimated Third Party Settlements,,,,,
Rumford Community Hospital,Due to Affiliates,,,,,
Rumford Community Hospital,Self Insurance Fund,,,,,
Rumford Community Hospital,Accrued Pension and Post Retiree Health Benefits,2855643,2797413,2876451,2564563,2475400
Rumford Community Hospital,Other Non-Current Liabilities,-185338,-221430,430098,-381508,432373
Rumford Community Hospital,Fund Balance Unrestricted,18316579,17522074,16993055,16388636,15660934
Rumford Community Hospital,Total Liabilities & Equity,24773398,25842841,27199756,24741090,25539651
Rumford Community Hospital,Total Restricted Assets,1154930,1178913,1308713,1386628,591558
Rumford Community Hospital,Cash and Investments,1154930,1178913,1308713,1386628,591558
Rumford Community Hospital,Receivables,,,,,
Rumford Community Hospital,Other Assets,,,,,
Rumford Community Hospital,Total Restricted Liabilities and Equity,1154930,1178913,1308713,1386628,591558
Rumford Community Hospital,Total Restricted Fund Balance,508032,504309,575743,586193,591558
Rumford Community Hospital,Total Liabilities,646898,674604,732970,800435,
Rumford Community Hospital,Temporarily Restricted Net Assets,251404,251434,321715,331071,402110
Rumford Community Hospital,Permanently Restricted Net Assets,256628,252875,254028,255122,189448
Rumford Community Hospital,Total Gross Patient Service Revenue,,72578268,76813223,84079222,81430820
Rumford Community Hospital,Gross Inpatient Service Revenue,17048550,17055368,17580443,13776586,16057306
Rumford Community Hospital,Gross Outpatient Service Revenue,55529718,59757855,66498779,67654234,67914662
Rumford Community Hospital,Free Care,,,919539,1158279,1321027
Rumford Community Hospital,Bad Debt,,,,,2709819
Rumford Community Hospital,Contractuals,32959264,33883271,39938766,39544010,38431138
Rumford Community Hospital,Changes in Prior Year Estimated/Final Settlements,,,,,
Rumford Community Hospital,Net Patient Service Revenue,35989646,37680538,38790525,36972811,40696063
Rumford Community Hospital,Other Operating Revenue,1499329,2157937,1870837,1986928,2406828
Rumford Community Hospital,Total Operating Revenue,37488975,39838475,40661362,38959739,43102891
Rumford Community Hospital,Total Operating Expenses,37950768,40809406,40778685,40604263,44095746
Rumford Community Hospital,Depreciation and Amortization,1411307,1361016,1448892,1753504,1884884
Rumford Community Hospital,Interest,68756,58233,48281,42128,62072
Rumford Community Hospital,Advertising Expenses,119966,118844,47366,2907,-1418
Rumford Community Hospital,Allowed Advertising Expenses,,,,,
Rumford Community Hospital,Non-Allowed Advertising Expenses,119966,118844,47366,2907,-1418
Rumford Community Hospital,Salaries and Benefits,25342417,27300710,26901346,25646501,24810321
Rumford Community Hospital,Other Operating Expenses,11008322,11970603,12332800,13159223,17339887
Rumford Community Hospital,Net Operating Income,-461793,-970931,-117323,-1644524,-992855
Rumford Community Hospital,Total Non-Operating Revenue,-77198,-9129,155177,331520,149895
Rumford Community Hospital,Total Investment Income,85552,49063,125107,295578,185053
Rumford Community Hospital,Interest and Dividends,101184,100780,96434,109288,119524
Rumford Community Hospital,Realized Gains/Losses on Sales of Securities,-15632,-51717,28673,186290,65529
Rumford Community Hospital,Permanently Impaired Security Writedowns,,,,,
Rumford Community Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Rumford Community Hospital,Permanently Impaired Writedowns of Other Assets,-162750,-62192,30070,35942,
Rumford Community Hospital,Other Non-Operating Revenues,,,,,4000
Rumford Community Hospital,Excess of Revenue over Expenses,-538991,-980060,37854,-1313004,-842960
Rumford Community Hospital,Extraordinary Gains/Losses,,,,,-19604
Rumford Community Hospital,Total Surplus/Deficit,-538991,-980060,37854,-1313004,-862564
Rumford Community Hospital,Total Change in Unrestricted Net Assets,-620329,-1059198,204040,-1299399,-772387
Rumford Community Hospital,Net Assets Released for Restrictions,,,,,
Rumford Community Hospital,Unrealized Gains/Losses on Investments,-81338,-79138,166186,13605,90177
Rumford Community Hospital,Minimum Pension Liability Adjustment,,,,,
Rumford Community Hospital,Transfers From/To Affiliates,,,,,
Rumford Community Hospital,Mergers,,,,,
Rumford Community Hospital,Consolidations with Support,,,,,
Rumford Community Hospital,Other Changes,,,,,
Sebasticook Valley Hospital,Total Current Assets,11599514,12415031,16246451,20282284,24355546
Sebasticook Valley Hospital,Cash and Investment,6057496,6372169,9612304,15413488,16415366
Sebasticook Valley Hospital,Current Assets Whose Use is Limited,,18774,19477,17568,20738
Sebasticook Valley Hospital,Net Patient Accounts Receivable,3226547,3157225,2842456,2870756,4205990
Sebasticook Valley Hospital,Due from Affiliates,141073,43009,50345,37917,192138
Sebasticook Valley Hospital,Third Party Settlements Receivable,1632276,2110713,3011303,1218070,2836440
Sebasticook Valley Hospital,Other Accounts Receivable,127798,224185,131527,204551,241770
Sebasticook Valley Hospital,Inventory,249683,289404,290651,274336,255960
Sebasticook Valley Hospital,Other Current Assets,164641,199552,288388,245598,187144
Sebasticook Valley Hospital,Total Non-Current Assets,32057654,30517823,20245648,19639736,18838759
Sebasticook Valley Hospital,Trustee Held Investments,390579,494569,,,
Sebasticook Valley Hospital,Board Designated and Undesignated Investments,8145997,8939111,529594,797776,769196
Sebasticook Valley Hospital,Due from Affiliates,,,,,
Sebasticook Valley Hospital,Investment in Affiliates,,,,,
Sebasticook Valley Hospital,Other Non-Current Assets,2147219,802918,494533,60454,25244
Sebasticook Valley Hospital,"Gross Property, Plant and Equipment",,43114403,43648307,40058929,40649204
Sebasticook Valley Hospital,Accumulated Depreciation,21740544,23367082,20837408,21867698,22701771
Sebasticook Valley Hospital,"Net Property, Plant and Equipment",,21373859,20281225,19221521,18781506
Sebasticook Valley Hospital,Total Unrestricted Assets,43657168,42932854,36492099,39922020,43194305
Sebasticook Valley Hospital,Total Current Liabilities,7223233,5937263,7233034,5886822,5629330
Sebasticook Valley Hospital,Current Long Term Debt,,673472,700524,730372,784740
Sebasticook Valley Hospital,Accounts Payable and Accrued Expenses,3261078,2937118,2550549,2557390,2534151
Sebasticook Valley Hospital,Estimated Third Party Settlements,2805221,1913371,3532858,1430393,137661
Sebasticook Valley Hospital,Due to Affiliates,483462,386250,419255,1114299,2170885
Sebasticook Valley Hospital,Other Current Liabilities,,,,,
Sebasticook Valley Hospital,Total Non-Current Liabilities,12065277,10799431,8095612,6563087,5755021
Sebasticook Valley Hospital,Long Term Debt,8391374,7614428,6896684,6140616,5365377
Sebasticook Valley Hospital,Estimated Third Party Settlements,1997961,2690434,724957,,
Sebasticook Valley Hospital,Due to Affiliates,,,,,
Sebasticook Valley Hospital,Self Insurance Fund,,,,,
Sebasticook Valley Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,389644
Sebasticook Valley Hospital,Other Non-Current Liabilities,1675942,494569,473971,422471,
Sebasticook Valley Hospital,Fund Balance Unrestricted,24368658,26196160,21163453,27472111,31809954
Sebasticook Valley Hospital,Total Liabilities & Equity,43657168,42932854,36492099,39922020,43194305
Sebasticook Valley Hospital,Total Restricted Assets,885867,780917,790688,630407,617407
Sebasticook Valley Hospital,Cash and Investments,885867,780917,790688,630407,617407
Sebasticook Valley Hospital,Receivables,,,,,
Sebasticook Valley Hospital,Other Assets,,,,,
Sebasticook Valley Hospital,Total Restricted Liabilities and Equity,885867,780917,790688,630407,617407
Sebasticook Valley Hospital,Total Restricted Fund Balance,885867,780917,790688,630407,617407
Sebasticook Valley Hospital,Total Liabilities,,,,,
Sebasticook Valley Hospital,Temporarily Restricted Net Assets,527320,409871,401432,234936,203971
Sebasticook Valley Hospital,Permanently Restricted Net Assets,358547,371046,389256,395471,413436
Sebasticook Valley Hospital,Total Gross Patient Service Revenue,,61849523,65361672,66155660,70026406
Sebasticook Valley Hospital,Gross Inpatient Service Revenue,9795209,10893034,11075871,11434773,10983114
Sebasticook Valley Hospital,Gross Outpatient Service Revenue,52054314,54468638,55079789,58591633,63633937
Sebasticook Valley Hospital,Free Care,,,1965577,1551711,1721551
Sebasticook Valley Hospital,Bad Debt,,,,,3202919
Sebasticook Valley Hospital,Contractuals,21434667,22720696,24044068,24795595,29681681
Sebasticook Valley Hospital,Changes in Prior Year Estimated/Final Settlements,-407633,482949,-2962615,-3915747,-1209165
Sebasticook Valley Hospital,Net Patient Service Revenue,35653993,37665046,40277049,44100086,41557246
Sebasticook Valley Hospital,Other Operating Revenue,1952452,2207658,1903501,1591969,2622461
Sebasticook Valley Hospital,Total Operating Revenue,37606445,39872704,42180550,45692055,44179707
Sebasticook Valley Hospital,Total Operating Expenses,36360618,38296244,37795486,39372562,39762298
Sebasticook Valley Hospital,Depreciation and Amortization,1869714,1928559,1233063,1199361,1145137
Sebasticook Valley Hospital,Interest,306207,294360,272529,250787,227489
Sebasticook Valley Hospital,Advertising Expenses,169304,189219,173355,99957,142030
Sebasticook Valley Hospital,Allowed Advertising Expenses,1506,1195,5173,395,1020
Sebasticook Valley Hospital,Non-Allowed Advertising Expenses,167798,188024,168182,99562,141010
Sebasticook Valley Hospital,Salaries and Benefits,20836694,21785207,22485778,22544179,21372663
Sebasticook Valley Hospital,Other Operating Expenses,13178699,14098899,13630761,15278278,16874979
Sebasticook Valley Hospital,Net Operating Income,1245827,1576460,4385064,6319493,4417409
Sebasticook Valley Hospital,Total Non-Operating Revenue,684367,440137,1478185,62684,770
Sebasticook Valley Hospital,Total Investment Income,468755,517079,1478185,62684,770
Sebasticook Valley Hospital,Interest and Dividends,246045,250085,83316,10484,770
Sebasticook Valley Hospital,Realized Gains/Losses on Sales of Securities,222710,266994,1394869,52200,
Sebasticook Valley Hospital,Permanently Impaired Security Writedowns,,,,,
Sebasticook Valley Hospital,Gains/Losses on Joint Ventures/Equity Investments,-59922,-67089,,,
Sebasticook Valley Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Sebasticook Valley Hospital,Other Non-Operating Revenues,,,,275534,-9853
Sebasticook Valley Hospital,Excess of Revenue over Expenses,1930194,2016597,5863249,6382177,4418179
Sebasticook Valley Hospital,Extraordinary Gains/Losses,,,,,
Sebasticook Valley Hospital,Total Surplus/Deficit,1930194,2016597,5863249,6382177,4418179
Sebasticook Valley Hospital,Total Change in Unrestricted Net Assets,995186,1827502,-5032707,6308658,4337844
Sebasticook Valley Hospital,Net Assets Released for Restrictions,,,221389,184579,123480
Sebasticook Valley Hospital,Unrealized Gains/Losses on Investments,-445391,400839,-1236163,,
Sebasticook Valley Hospital,Minimum Pension Liability Adjustment,,,,,
Sebasticook Valley Hospital,Transfers From/To Affiliates,-711006,-774513,-9783439,-625119,-176524
Sebasticook Valley Hospital,Mergers,,,,,
Sebasticook Valley Hospital,Consolidations with Support,,,166,318783,3477
Sebasticook Valley Hospital,Other Changes,,,,,
Southern Maine Health Care,Total Current Assets,49951011,50363373,58676057,65441443,40295669
Southern Maine Health Care,Cash and Investment,2200871,5004707,5122596,18559555,1703840
Southern Maine Health Care,Current Assets Whose Use is Limited,757200,755638,1372872,1367210,523939
Southern Maine Health Care,Net Patient Accounts Receivable,39502187,36582509,39313344,33977536,32280116
Southern Maine Health Care,Due from Affiliates,190966,852342,286718,268709,138066
Southern Maine Health Care,Third Party Settlements Receivable,,,4716441,3520258,
Southern Maine Health Care,Other Accounts Receivable,1312139,1009309,2009219,1640319,1575488
Southern Maine Health Care,Inventory,4069680,3969761,3889564,3743186,3842311
Southern Maine Health Care,Other Current Assets,1917968,2189107,1965303,2364670,231909
Southern Maine Health Care,Total Non-Current Assets,200338355,199520127,201234608,183672912,127490622
Southern Maine Health Care,Trustee Held Investments,,,,,7735984
Southern Maine Health Care,Board Designated and Undesignated Investments,75228476,70876400,65555992,60798954,
Southern Maine Health Care,Due from Affiliates,,,,,
Southern Maine Health Care,Investment in Affiliates,,,,,
Southern Maine Health Care,Other Non-Current Assets,26085033,33254958,44269093,39677961,37508527
Southern Maine Health Care,"Gross Property, Plant and Equipment",,273621745,281204501,289090686,284126856
Southern Maine Health Care,Accumulated Depreciation,174596899,185815732,197681163,200930859,196348448
Southern Maine Health Care,"Net Property, Plant and Equipment",,99024846,95388769,91409523,83195997
Southern Maine Health Care,Total Unrestricted Assets,250289366,249883500,259910665,249114355,167786291
Southern Maine Health Care,Total Current Liabilities,65280777,65448394,56123767,57330749,29161094
Southern Maine Health Care,Current Long Term Debt,,4002627,4899001,5293517,5041873
Southern Maine Health Care,Accounts Payable and Accrued Expenses,21127162,16965701,21866915,20707739,20286533
Southern Maine Health Care,Estimated Third Party Settlements,6208632,2690831,,,
Southern Maine Health Care,Due to Affiliates,27733616,30726809,23782335,26763636,3989688
Southern Maine Health Care,Other Current Liabilities,6208740,10166052,5181000,4817501,
Southern Maine Health Care,Total Non-Current Liabilities,61724554,61887422,71463700,63516634,53915864
Southern Maine Health Care,Long Term Debt,48663273,43699053,43155106,37793302,30433460
Southern Maine Health Care,Estimated Third Party Settlements,,,,,
Southern Maine Health Care,Due to Affiliates,12949911,18188369,28308594,25723332,23482404
Southern Maine Health Care,Self Insurance Fund,,,,,
Southern Maine Health Care,Accrued Pension and Post Retiree Health Benefits,,,,,
Southern Maine Health Care,Other Non-Current Liabilities,111370,,,,
Southern Maine Health Care,Fund Balance Unrestricted,123284035,122547684,132323198,128266972,84709333
Southern Maine Health Care,Total Liabilities & Equity,250289366,249883500,259910665,249114355,167786291
Southern Maine Health Care,Total Restricted Assets,14254162,14791466,16373372,17703821,18243897
Southern Maine Health Care,Cash and Investments,14254162,14791466,16373372,17703821,18243897
Southern Maine Health Care,Receivables,,,,,
Southern Maine Health Care,Other Assets,,,,,
Southern Maine Health Care,Total Restricted Liabilities and Equity,14254162,14791466,16373372,17703821,18243897
Southern Maine Health Care,Total Restricted Fund Balance,14254162,14791466,16373372,17703821,18243897
Southern Maine Health Care,Total Liabilities,,,,,
Southern Maine Health Care,Temporarily Restricted Net Assets,2075869,2284471,2893180,3434288,4062772
Southern Maine Health Care,Permanently Restricted Net Assets,12178293,12506995,13480192,14269533,14181125
Southern Maine Health Care,Total Gross Patient Service Revenue,,555310345,580059913,606234800,662545208
Southern Maine Health Care,Gross Inpatient Service Revenue,151771830,156484325,175062749,198848181,208896635
Southern Maine Health Care,Gross Outpatient Service Revenue,403538515,423575588,431172051,463697027,516267922
Southern Maine Health Care,Free Care,,,17470944,16129634,14756408
Southern Maine Health Care,Bad Debt,,,,,11171535
Southern Maine Health Care,Contractuals,286872285,293085204,300634253,332413782,384227869
Southern Maine Health Care,Changes in Prior Year Estimated/Final Settlements,-5500000,-3775000,-5117000,-3545000,
Southern Maine Health Care,Net Patient Service Revenue,245295581,255353822,273735784,281812164,300714085
Southern Maine Health Care,Other Operating Revenue,8891384,7470041,7494336,8035795,7935772
Southern Maine Health Care,Total Operating Revenue,254186965,262823863,281230120,289847959,308649857
Southern Maine Health Care,Total Operating Expenses,262854168,270257583,281716453,296410749,302931326
Southern Maine Health Care,Depreciation and Amortization,11857216,11802301,13420423,15420669,15023908
Southern Maine Health Care,Interest,2650493,2584059,2531123,2610106,2232436
Southern Maine Health Care,Advertising Expenses,657791,597727,469465,553620,43186
Southern Maine Health Care,Allowed Advertising Expenses,68738,55579,113371,35092,3059
Southern Maine Health Care,Non-Allowed Advertising Expenses,589053,542148,356094,518528,40127
Southern Maine Health Care,Salaries and Benefits,113614630,114757018,151643670,169687705,175575118
Southern Maine Health Care,Other Operating Expenses,134074038,140516478,113651772,108138649,110056678
Southern Maine Health Care,Net Operating Income,-8667203,-7433720,-486333,-6562790,5718531
Southern Maine Health Care,Total Non-Operating Revenue,2717378,3039063,4551371,1626850,51753
Southern Maine Health Care,Total Investment Income,2498325,2099588,3691788,1139913,-23374
Southern Maine Health Care,Interest and Dividends,1407949,1271176,1341814,1425759,927758
Southern Maine Health Care,Realized Gains/Losses on Sales of Securities,1090376,828412,2349974,-285846,-951132
Southern Maine Health Care,Permanently Impaired Security Writedowns,,,,,
Southern Maine Health Care,Gains/Losses on Joint Ventures/Equity Investments,209013,606975,689643,295046,
Southern Maine Health Care,Permanently Impaired Writedowns of Other Assets,,,,,
Southern Maine Health Care,Other Non-Operating Revenues,,,,10040,332500
Southern Maine Health Care,Excess of Revenue over Expenses,-5949825,-4394657,4065038,-4935940,5770284
Southern Maine Health Care,Extraordinary Gains/Losses,,213367,,,
Southern Maine Health Care,Total Surplus/Deficit,-5949825,-4181290,4065038,-4935940,5770284
Southern Maine Health Care,Total Change in Unrestricted Net Assets,-11862161,-736323,9086962,-4056230,-43557611
Southern Maine Health Care,Net Assets Released for Restrictions,,,219907,191163,
Southern Maine Health Care,Unrealized Gains/Losses on Investments,-5356243,4016804,5719924,1433293,-4197793
Southern Maine Health Care,Minimum Pension Liability Adjustment,,,,,
Southern Maine Health Care,Transfers From/To Affiliates,-776000,-763000,-698000,-692401,-45140102
Southern Maine Health Care,Mergers,,,,,
Southern Maine Health Care,Consolidations with Support,,,,,
Southern Maine Health Care,Other Changes,,,,,
St. Joseph Hospital,Total Current Assets,29653000,35454000,28161000,23964000,31441000
St. Joseph Hospital,Cash and Investment,10932000,12336000,9057000,4872000,4987000
St. Joseph Hospital,Current Assets Whose Use is Limited,693000,687000,710000,700000,697000
St. Joseph Hospital,Net Patient Accounts Receivable,15754000,19517000,16581000,16338000,19112000
St. Joseph Hospital,Due from Affiliates,,,,,3090000
St. Joseph Hospital,Third Party Settlements Receivable,,,,,
St. Joseph Hospital,Other Accounts Receivable,110000,,,,874000
St. Joseph Hospital,Inventory,720000,1094000,1146000,1300000,2323000
St. Joseph Hospital,Other Current Assets,1444000,1820000,667000,754000,358000
St. Joseph Hospital,Total Non-Current Assets,39107000,37261000,46474000,38634000,36952000
St. Joseph Hospital,Trustee Held Investments,,,3260000,,
St. Joseph Hospital,Board Designated and Undesignated Investments,7802000,8199000,15826000,9323000,8956000
St. Joseph Hospital,Due from Affiliates,,,,,
St. Joseph Hospital,Investment in Affiliates,301000,301000,301000,301000,301000
St. Joseph Hospital,Other Non-Current Assets,1062000,1482000,576000,576000,
St. Joseph Hospital,"Gross Property, Plant and Equipment",,81082000,82523000,84844000,90277000
St. Joseph Hospital,Accumulated Depreciation,51140000,55244000,58333000,61843000,64608000
St. Joseph Hospital,"Net Property, Plant and Equipment",,29942000,27279000,26511000,28434000
St. Joseph Hospital,Total Unrestricted Assets,68760000,72715000,74635000,62598000,68393000
St. Joseph Hospital,Total Current Liabilities,17287000,18280000,13838000,22269000,22434000
St. Joseph Hospital,Current Long Term Debt,,1571000,1571000,1571000,7143000
St. Joseph Hospital,Accounts Payable and Accrued Expenses,9745000,11090000,12606000,14603000,15322000
St. Joseph Hospital,Estimated Third Party Settlements,5971000,5619000,-959000,1063000,5066000
St. Joseph Hospital,Due to Affiliates,,,620000,-540000,
St. Joseph Hospital,Other Current Liabilities,,,,,331000
St. Joseph Hospital,Total Non-Current Liabilities,27531000,25214000,24417000,17435000,19091000
St. Joseph Hospital,Long Term Debt,20264000,18726000,20490000,13292000,17006000
St. Joseph Hospital,Estimated Third Party Settlements,,,,,
St. Joseph Hospital,Due to Affiliates,,,,,
St. Joseph Hospital,Self Insurance Fund,,,,,
St. Joseph Hospital,Accrued Pension and Post Retiree Health Benefits,7267000,6488000,3927000,4143000,1780000
St. Joseph Hospital,Other Non-Current Liabilities,,,,,305000
St. Joseph Hospital,Fund Balance Unrestricted,23942000,29221000,36380000,22894000,26868000
St. Joseph Hospital,Total Liabilities & Equity,68760000,72715000,74635000,62598000,68393000
St. Joseph Hospital,Total Restricted Assets,2235000,2247000,2446000,2113000,2514000
St. Joseph Hospital,Cash and Investments,2235000,2247000,2446000,2113000,2514000
St. Joseph Hospital,Receivables,,,,,
St. Joseph Hospital,Other Assets,,,,,
St. Joseph Hospital,Total Restricted Liabilities and Equity,2235000,2247000,2446000,2113000,2514000
St. Joseph Hospital,Total Restricted Fund Balance,2235000,2247000,2446000,2113000,2514000
St. Joseph Hospital,Total Liabilities,,,,,
St. Joseph Hospital,Temporarily Restricted Net Assets,,,,,
St. Joseph Hospital,Permanently Restricted Net Assets,2235000,2247000,2446000,2113000,2514000
St. Joseph Hospital,Total Gross Patient Service Revenue,,278683000,300091000,317576000,344542000
St. Joseph Hospital,Gross Inpatient Service Revenue,93464000,93453000,103511000,111922000,127462000
St. Joseph Hospital,Gross Outpatient Service Revenue,185219000,206638000,214065000,232620000,275419000
