Hospital,Measure,FY 2020,FY 2021,FY 2022,FY 2023,FY 2024
Redington-Fairview General Hospital,Trustee Held Investments,,,,,
Redington-Fairview General Hospital,Board Designated & Undesignated Investments,25179076,30946855,27893532,29749350,32833976
Redington-Fairview General Hospital,Due from Affiliates,,,,,
Redington-Fairview General Hospital,Investment in Affiliates,,,,,
Redington-Fairview General Hospital,Other Non-Current Assets,230303,15382505,8309992,12396973,18026525
Redington-Fairview General Hospital,"Gross Property, Plant and Equipment (PP&E)",93201479,86050236,90705461,84338363,87069193
Redington-Fairview General Hospital,Accumulated Deprecation,67644356,59988185,64375216,60890186,66023974
Redington-Fairview General Hospital,"Net Property, Plant and Equipment (PP&E)",25557123,26062051,26330245,23448177,21045219
Redington-Fairview General Hospital,Total Unrestricted Assets,135036570,166038991,131077227,132008655,147312076
Redington-Fairview General Hospital,Total Current Liabilities,20108358,23424579,21611975,15798238,17925727
Redington-Fairview General Hospital,Current Long Term Debt (LTD),1420000,1983060,1913342,1872971,1418754
Redington-Fairview General Hospital,Accounts Payable Plus Accrued Expenses,11752621,12668153,11659073,13925267,13638441
Redington-Fairview General Hospital,Estimated Third Party Settlements,1412053,2055887,626196,,2868532
Redington-Fairview General Hospital,Due to Affiliates,,,,,
Redington-Fairview General Hospital,Other Current Liabilities,5523684,6717479,7413364,,
Redington-Fairview General Hospital,Total Non-Current Liabilities,35557569,27531127,17408075,15779529,14851268
Redington-Fairview General Hospital,Long Term Debt (LTD),20505166,18981620,17408075,15779529,14851268
Redington-Fairview General Hospital,Estimated Third Party Settlements,,,,,
Redington-Fairview General Hospital,Due to Affiliate,,,,,
Redington-Fairview General Hospital,Self Insurance Fund,,,,,
Redington-Fairview General Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Redington-Fairview General Hospital,Other Non-Current Liabilities,15052403,8549507,,,
Redington-Fairview General Hospital,Fund Balance Unrestricted,79370643,115083285,92057177,100430888,114535081
Redington-Fairview General Hospital,Total Liabilities and Equity,135036570,166038991,131077227,132008655,147312076
Redington-Fairview General Hospital,Total Restricted Assets,1183299,1237919,1148174,1105035,1308650
Redington-Fairview General Hospital,Cash and Investments,1183299,1237919,1148174,1105035,1308650
Redington-Fairview General Hospital,Receivables,,,,,
Redington-Fairview General Hospital,Other Assets,,,,,
Redington-Fairview General Hospital,Total Restricted Liabilities and Equity,1183299,1237919,1148174,1105035,1308650
Redington-Fairview General Hospital,Total Restricted Fund Balance,1183299,1237919,1148174,1105035,1308650
Redington-Fairview General Hospital,Total Liabilities,,,,,
Redington-Fairview General Hospital,Temporarily Restricted Net Assets,1183299,1237919,1148174,1105035,1308650
Redington-Fairview General Hospital,Permanently Restricted Net Assets,,,,,
Redington-Fairview General Hospital,Total Gross Patient Service Revenue,153831644,172077277,205400166,213531134,236175700
Redington-Fairview General Hospital,Gross Inpatient Service Revenue,23125188,26968901,39025933,28128978,28807442
Redington-Fairview General Hospital,Gross Outpatient Service Revenue,130706456,145108376,166374233,185402156,207368258
Redington-Fairview General Hospital,Free Care (Charity Care),1437745,696687,683583,607811,2052800
Redington-Fairview General Hospital,Bad Debt (Provision for Bad Debt),11575030,9246516,11214975,11647916,13038031
Redington-Fairview General Hospital,Contractuals,49176053,59361259,71467994,68067861,85739886
Redington-Fairview General Hospital,Changes in Prior Year Estimated/Final Settlements,-1411000,-1261000,-350000,-1420000,-1180000
Redington-Fairview General Hospital,Net Patient Service Revenue,93053816,104033815,122383614,134627546,136524983
Redington-Fairview General Hospital,Other Operating Revenue,9719461,6341219,5451308,5798661,6209880
Redington-Fairview General Hospital,Total Operating Revenue,102773277,110375034,127834922,140426207,142734863
Redington-Fairview General Hospital,Total Operating Expenses,100449572,106536414,125526624,140332249,139549457
Redington-Fairview General Hospital,Deprecation and Amoritization,3691669,4012860,4387033,5957745,6145733
Redington-Fairview General Hospital,Interest,878532,821816,768252,704541,613768
Redington-Fairview General Hospital,Advertising Expenses,281705,270204,292749,189852,358770
Redington-Fairview General Hospital,Allowed Advertising Expenses,183979,196166,222919,96884,279776
Redington-Fairview General Hospital,Non-Allowed Advertising Expenses,97726,74038,69830,92968,78994
Redington-Fairview General Hospital,Salaries and Benefits,53477516,57240616,67515904,85631258,87405349
Redington-Fairview General Hospital,Other Operating Expenses,42120150,44190918,52562686,47848853,45025837
Redington-Fairview General Hospital,Net Operating Income,2323705,3838620,2308298,93958,3185406
Redington-Fairview General Hospital,Total Non-Operating Revenue,3140417,1652644,3208998,2445050,2969104
Redington-Fairview General Hospital,Total Investment Income,2384676,1068874,2430073,1823747,2122355
Redington-Fairview General Hospital,Interest and Dividends,2384676,1068874,2430073,1823747,2122355
Redington-Fairview General Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Redington-Fairview General Hospital,Permanently Impaired Security Write Downs,,,,,
Redington-Fairview General Hospital,Gains/Losses on Joint Ventures/Equity Investments,-91409,-145070,-201296,-211407,-186590
Redington-Fairview General Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Redington-Fairview General Hospital,"Other Non Operating Revenues (Gifts, Bequests,",847150,728840,980221,832710,1033339
Redington-Fairview General Hospital,Excess of Revenue Over Expenses,5464122,5491264,5517296,2539008,6154510
Redington-Fairview General Hospital,Extraordinary Gains/Losses,,,,,
Redington-Fairview General Hospital,Total Surplus/Deficit,5464122,5491264,5517296,2539008,6154510
Redington-Fairview General Hospital,Total Change in Unrestricted Net Assets,501396,35712642,-23026108,8373712,14104193
Redington-Fairview General Hospital,Net Assets Released for Restrictions - Capital,,,,,
Redington-Fairview General Hospital,Unrealized Gains/Losses on Investments,40979,17801343,-16103183,5227634,6163336
Redington-Fairview General Hospital,Minimum Pension Liability Adjustment,-5003705,12420035,-12440221,607070,1786347
Redington-Fairview General Hospital,Transfers from/To Affiliates,,,,,
Redington-Fairview General Hospital,Mergers,,,,,
Redington-Fairview General Hospital,Consolidations with Support Organizations,,,,,
Redington-Fairview General Hospital,Other Changes,,,,,
Rumford Hospital,Total Current Assets,19223904,10077685,6545268,8860479,8088939
Rumford Hospital,Cash and Investments,14324803,3829876,24603,20845,22611
Rumford Hospital,Current Assets Whose Use is Limited,40203,,,,
Rumford Hospital,Net Patient Accounts Receivable,4137598,5133893,5249446,4792108,6071912
Rumford Hospital,Due From Affiliates,31352,1,,2020030,128383
Rumford Hospital,Third Party Settlements,,304122,206978,975339,845257
Rumford Hospital,Other Accounts Receivable,,,,,
Rumford Hospital,Inventory,455532,533521,691980,684165,648760
Rumford Hospital,Other Current Assets,234416,276272,372261,367992,372016
Rumford Hospital,Total Non-Current Assets,15684112,15611375,12807972,12695148,12641593
Rumford Hospital,Trustee Held Investments,,40203,80772,80772,80772
Rumford Hospital,Board Designated & Undesignated Investments,3357730,4238568,4173521,4563475,4854941
Rumford Hospital,Due from Affiliates,,,,,
Rumford Hospital,Investment in Affiliates,,,,,
Rumford Hospital,Other Non-Current Assets,1429247,1745785,105286,60368,161862
Rumford Hospital,"Gross Property, Plant and Equipment (PP&E)",38170011,38122936,38240252,38880298,39267070
Rumford Hospital,Accumulated Deprecation,27272876,28536117,29791859,30889765,31723052
Rumford Hospital,"Net Property, Plant and Equipment (PP&E)",10897135,9586819,8448393,7990533,7544018
Rumford Hospital,Total Unrestricted Assets,34908016,25689060,19353240,21555627,20730532
Rumford Hospital,Total Current Liabilities,12265208,8925214,8517454,9428758,6364746
Rumford Hospital,Current Long Term Debt (LTD),67158,29314,27555,104941,108568
Rumford Hospital,Accounts Payable Plus Accrued Expenses,3717250,2665032,4188193,4607827,2247309
Rumford Hospital,Estimated Third Party Settlements,8480800,5903855,4040134,4636416,3974622
Rumford Hospital,Due to Affiliates,,,,,
Rumford Hospital,Other Current Liabilities,,327013,261572,79574,34247
Rumford Hospital,Total Non-Current Liabilities,3984380,3834209,739026,838816,1793750
Rumford Hospital,Long Term Debt (LTD),759555,736824,653087,571810,490474
Rumford Hospital,Estimated Third Party Settlements,,1513609,300203,,
Rumford Hospital,Due to Affiliate,,,,,
Rumford Hospital,Self Insurance Fund,,,,,
Rumford Hospital,Accrued Pension and Post Retiree Health Benefits,2605837,516388,-782608,-320233,592105
Rumford Hospital,Other Non-Current Liabilities,618988,1067388,568344,587239,711171
Rumford Hospital,Fund Balance Unrestricted,18658428,12929637,10096760,11288053,12572036
Rumford Hospital,Total Liabilities and Equity,34908016,25689060,19353240,21555627,20730532
Rumford Hospital,Total Restricted Assets,444472,310843,302580,295977,319684
Rumford Hospital,Cash and Investments,444472,310843,302580,295977,319684
Rumford Hospital,Receivables,,,,,
Rumford Hospital,Other Assets,,,,,
Rumford Hospital,Total Restricted Liabilities and Equity,444472,310843,302580,295977,319684
Rumford Hospital,Total Restricted Fund Balance,444472,310843,302580,295977,319684
Rumford Hospital,Total Liabilities,,,,,
Rumford Hospital,Temporarily Restricted Net Assets,255024,121395,113132,42043,44632
Rumford Hospital,Permanently Restricted Net Assets,189448,189448,189448,253934,275052
Rumford Hospital,Total Gross Patient Service Revenue,85254541,91179461,99797805,115263767,111976121
Rumford Hospital,Gross Inpatient Service Revenue,15430806,16768156,17347258,19207827,18474050
Rumford Hospital,Gross Outpatient Service Revenue,69823735,74411305,82450547,96055940,93502071
Rumford Hospital,Free Care (Charity Care),164269,251830,143108,-92391,255119
Rumford Hospital,Bad Debt (Provision for Bad Debt),4658341,4586463,4547958,4443564,4673641
Rumford Hospital,Contractuals,39854849,43985291,46712057,59421549,57464314
Rumford Hospital,Changes in Prior Year Estimated/Final Settlements,,,,,
Rumford Hospital,Net Patient Service Revenue,40577082,42355877,48394682,51491045,49583047
Rumford Hospital,Other Operating Revenue,3516141,2703432,4436055,3937225,3483492
Rumford Hospital,Total Operating Revenue,44093223,45059309,52830737,55428270,53066539
Rumford Hospital,Total Operating Expenses,41302806,42209894,47602431,48509650,47484570
Rumford Hospital,Deprecation and Amoritization,1737705,1752810,1524528,1384362,1106761
Rumford Hospital,Interest,37081,43194,34173,18556,57817
Rumford Hospital,Advertising Expenses,,190,670,,203
Rumford Hospital,Allowed Advertising Expenses,,,,,203
Rumford Hospital,Non-Allowed Advertising Expenses,,190,670,,
Rumford Hospital,Salaries and Benefits,24046674,24576277,26929923,27219692,28408875
Rumford Hospital,Other Operating Expenses,15481346,15837423,19113137,19887040,17910914
Rumford Hospital,Net Operating Income,2790417,2849415,5228306,6918620,5581969
Rumford Hospital,Total Non-Operating Revenue,905464,1083797,67386,156386,-443875
Rumford Hospital,Total Investment Income,915749,1034504,52070,121657,58051
Rumford Hospital,Interest and Dividends,134807,107337,101827,204538,138970
Rumford Hospital,Realized Gains/Losses on Sales of Securities,780942,927167,-49757,-82881,-80919
Rumford Hospital,Permanently Impaired Security Write Downs,,,,,
Rumford Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Rumford Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Rumford Hospital,"Other Non Operating Revenues (Gifts, Bequests,",-10285,49293,15316,34729,-501926
Rumford Hospital,Excess of Revenue Over Expenses,3695881,3933212,5295692,7075006,5138094
Rumford Hospital,Extraordinary Gains/Losses,8587,,,,
Rumford Hospital,Total Surplus/Deficit,3704468,3933212,5295692,7075006,5138094
Rumford Hospital,Total Change in Unrestricted Net Assets,2939785,-5728790,-2832877,1191300,1283982
Rumford Hospital,Net Assets Released for Restrictions - Capital,,,,262756,61133
Rumford Hospital,Unrealized Gains/Losses on Investments,-764683,72289,-627668,381479,505165
Rumford Hospital,Minimum Pension Liability Adjustment,,820693,1057617,-331212,-97488
Rumford Hospital,Transfers from/To Affiliates,,-10554984,-8558518,-6196729,-4322922
Rumford Hospital,Mergers,,,,,
Rumford Hospital,Consolidations with Support Organizations,,,,,
Rumford Hospital,Other Changes,,,,,
Southern Maine Health Care,Total Current Assets,45467895,64791569,73641281,83233994,95190497
Southern Maine Health Care,Cash and Investments,525507,847235,815595,795945,14601
Southern Maine Health Care,Current Assets Whose Use is Limited,9320204,9315429,9316977,9344742,47685
Southern Maine Health Care,Net Patient Accounts Receivable,25015731,34190057,35737928,43607405,67095653
Southern Maine Health Care,Due From Affiliates,1200544,1544283,1246694,1281679,1386870
Southern Maine Health Care,Third Party Settlements,3186454,13538619,21172098,22511702,19053098
Southern Maine Health Care,Other Accounts Receivable,1949086,809227,,,
Southern Maine Health Care,Inventory,3952355,4432457,4199828,4545957,4321283
Southern Maine Health Care,Other Current Assets,318014,114262,1152161,1146564,3271307
Southern Maine Health Care,Total Non-Current Assets,124907017,120050735,113794109,93003653,97584785
Southern Maine Health Care,Trustee Held Investments,8793654,7293563,,,
Southern Maine Health Care,Board Designated & Undesignated Investments,,,,,
Southern Maine Health Care,Due from Affiliates,,,,,
Southern Maine Health Care,Investment in Affiliates,,,,,
Southern Maine Health Care,Other Non-Current Assets,31887740,28423998,30300710,7397519,7849816
Southern Maine Health Care,"Gross Property, Plant and Equipment (PP&E)",290851930,294395808,304191605,312057146,324863982
Southern Maine Health Care,Accumulated Deprecation,206626307,210062634,220698206,226451012,235129013
Southern Maine Health Care,"Net Property, Plant and Equipment (PP&E)",84225623,84333174,83493399,85606134,89734969
Southern Maine Health Care,Total Unrestricted Assets,170374912,184842304,187435390,176237647,192775282
Southern Maine Health Care,Total Current Liabilities,46520438,47743374,51731218,52085504,53273866
Southern Maine Health Care,Current Long Term Debt (LTD),5119738,4452405,4184286,1584488,1767738
Southern Maine Health Care,Accounts Payable Plus Accrued Expenses,34678402,36104083,19971602,26323591,28940714
Southern Maine Health Care,Estimated Third Party Settlements,,,19832613,20671715,19858073
Southern Maine Health Care,Due to Affiliates,6666570,7148053,7723754,3485818,2517619
Southern Maine Health Care,Other Current Liabilities,55728,38833,18963,19892,189722
Southern Maine Health Care,Total Non-Current Liabilities,52185734,43727036,35440492,13918870,12159181
Southern Maine Health Care,Long Term Debt (LTD),34004590,29384394,25030467,13918870,12159181
Southern Maine Health Care,Estimated Third Party Settlements,,,,,
Southern Maine Health Care,Due to Affiliate,18181144,14342642,10410025,,
Southern Maine Health Care,Self Insurance Fund,,,,,
Southern Maine Health Care,Accrued Pension and Post Retiree Health Benefits,,,,,
Southern Maine Health Care,Other Non-Current Liabilities,,,,,
Southern Maine Health Care,Fund Balance Unrestricted,71668740,93371894,100263680,110233273,127342235
Southern Maine Health Care,Total Liabilities and Equity,170374912,184842304,187435390,176237647,192775282
Southern Maine Health Care,Total Restricted Assets,19683437,22590628,19383140,21696350,25410042
Southern Maine Health Care,Cash and Investments,19683437,22590628,19383140,21696350,25410042
Southern Maine Health Care,Receivables,,,,,
Southern Maine Health Care,Other Assets,,,,,
Southern Maine Health Care,Total Restricted Liabilities and Equity,19683437,22590629,19383140,21696350,25410042
Southern Maine Health Care,Total Restricted Fund Balance,19683437,22590629,19383140,21696350,25410042
Southern Maine Health Care,Total Liabilities,,,,,
Southern Maine Health Care,Temporarily Restricted Net Assets,4612835,5386806,4841159,5893510,6996357
Southern Maine Health Care,Permanently Restricted Net Assets,15070602,17203823,14541981,15802840,18413685
Southern Maine Health Care,Total Gross Patient Service Revenue,663205764,796359013,884453113,959131012,1103986866
Southern Maine Health Care,Gross Inpatient Service Revenue,203292581,272430114,300706581,290158614,335375531
Southern Maine Health Care,Gross Outpatient Service Revenue,459913183,523928899,583746532,668972398,768611335
Southern Maine Health Care,Free Care (Charity Care),11688512,5094048,8076564,8274608,8875700
Southern Maine Health Care,Bad Debt (Provision for Bad Debt),19822047,23106909,21768771,29329858,28033141
Southern Maine Health Care,Contractuals,360576462,443146974,502315948,547290346,643491658
Southern Maine Health Care,Changes in Prior Year Estimated/Final Settlements,,,,,
Southern Maine Health Care,Net Patient Service Revenue,271118743,325011082,352291830,374236200,423586367
Southern Maine Health Care,Other Operating Revenue,18025256,27151222,18107448,14686453,10528679
Southern Maine Health Care,Total Operating Revenue,289143999,352162304,370399278,388922653,434115046
Southern Maine Health Care,Total Operating Expenses,309581806,325785651,387184960,401667831,420934562
Southern Maine Health Care,Deprecation and Amoritization,15433286,16005661,15971342,16040561,11868467
Southern Maine Health Care,Interest,1796743,1739009,1432919,1121053,328093
Southern Maine Health Care,Advertising Expenses,7158,12962,2175,6968,4760
Southern Maine Health Care,Allowed Advertising Expenses,658,,,3484,
Southern Maine Health Care,Non-Allowed Advertising Expenses,6500,12962,2175,3484,4760
Southern Maine Health Care,Salaries and Benefits,180239960,175620922,188304874,194274820,199812336
Southern Maine Health Care,Other Operating Expenses,112104659,132407097,181473650,190224429,208920906
Southern Maine Health Care,Net Operating Income,-20437807,26376653,-16785682,-12745178,13180484
Southern Maine Health Care,Total Non-Operating Revenue,837048,3888053,922018,363102,410239
Southern Maine Health Care,Total Investment Income,378488,3693343,757185,421089,535918
Southern Maine Health Care,Interest and Dividends,738537,729653,768791,480789,541501
Southern Maine Health Care,Realized Gains/Losses on Sales of Securities,-360049,2963690,-11606,-59700,-5583
Southern Maine Health Care,Permanently Impaired Security Write Downs,,,,,
Southern Maine Health Care,Gains/Losses on Joint Ventures/Equity Investments,350242,73065,65076,,
Southern Maine Health Care,Permanently Impaired Writedowns of Other Assets,,,,,
Southern Maine Health Care,"Other Non Operating Revenues (Gifts, Bequests,",108318,121645,99757,-57987,-125679
Southern Maine Health Care,Excess of Revenue Over Expenses,-19600759,30264706,-15863664,-12382076,13590723
Southern Maine Health Care,Extraordinary Gains/Losses,,,,,
Southern Maine Health Care,Total Surplus/Deficit,-19600759,30264706,-15863664,-12382076,13590723
Southern Maine Health Care,Total Change in Unrestricted Net Assets,-13040095,21703155,6891784,9969593,17108963
Southern Maine Health Care,Net Assets Released for Restrictions - Capital,10264,60430,39101,93820,209305
Southern Maine Health Care,Unrealized Gains/Losses on Investments,,,-526666,110611,284405
Southern Maine Health Care,Minimum Pension Liability Adjustment,,,,,
Southern Maine Health Care,Transfers from/To Affiliates,6550400,-8621981,23243013,22147238,3024530
Southern Maine Health Care,Mergers,,,,,
Southern Maine Health Care,Consolidations with Support Organizations,,,,,
Southern Maine Health Care,Other Changes,,,,,
St. Joseph Hospital,Total Current Assets,39613000,28934000,31996000,36475000,43683000
St. Joseph Hospital,Cash and Investments,6814000,1829000,2296000,1094000,4832000
St. Joseph Hospital,Current Assets Whose Use is Limited,898000,,5000,,
St. Joseph Hospital,Net Patient Accounts Receivable,15067000,16172000,18588000,22176000,23359000
St. Joseph Hospital,Due From Affiliates,2279000,3051000,5757000,6352000,7078000
St. Joseph Hospital,Third Party Settlements,,,,1620000,3670000
St. Joseph Hospital,Other Accounts Receivable,,,195000,,
St. Joseph Hospital,Inventory,3389000,4120000,3258000,3234000,3216000
St. Joseph Hospital,Other Current Assets,11166000,3762000,1897000,1999000,1528000
St. Joseph Hospital,Total Non-Current Assets,35744000,40979000,31769000,32896000,39926000
St. Joseph Hospital,Trustee Held Investments,,,,,
St. Joseph Hospital,Board Designated & Undesignated Investments,9884000,11211000,2164000,2552000,2823000
St. Joseph Hospital,Due from Affiliates,123000,118000,97000,94000,90000
St. Joseph Hospital,Investment in Affiliates,301000,301000,301000,301000,632000
St. Joseph Hospital,Other Non-Current Assets,,,,,
St. Joseph Hospital,"Gross Property, Plant and Equipment (PP&E)",93194000,94792000,97007000,89323000,98344000
St. Joseph Hospital,Accumulated Deprecation,67758000,65443000,67800000,59374000,61963000
St. Joseph Hospital,"Net Property, Plant and Equipment (PP&E)",25436000,29349000,29207000,29949000,36381000
St. Joseph Hospital,Total Unrestricted Assets,75357000,69913000,63765000,69371000,83609000
St. Joseph Hospital,Total Current Liabilities,20246000,20988000,26423000,30494000,30008000
St. Joseph Hospital,Current Long Term Debt (LTD),2001000,496000,943000,990000,504000
St. Joseph Hospital,Accounts Payable Plus Accrued Expenses,9104000,12844000,11094000,12876000,17480000
St. Joseph Hospital,Estimated Third Party Settlements,3226000,-5660000,-1989000,,
St. Joseph Hospital,Due to Affiliates,55000,2843000,16049000,16371000,11976000
St. Joseph Hospital,Other Current Liabilities,5860000,10465000,326000,257000,48000
St. Joseph Hospital,Total Non-Current Liabilities,27731000,17136000,17522000,15950000,17475000
St. Joseph Hospital,Long Term Debt (LTD),15266000,1547000,1111000,-28000,1277000
St. Joseph Hospital,Estimated Third Party Settlements,,,,,
St. Joseph Hospital,Due to Affiliate,,14935000,14934000,14769000,14769000
St. Joseph Hospital,Self Insurance Fund,,,,,
St. Joseph Hospital,Accrued Pension and Post Retiree Health Benefits,1251000,286000,1232000,1209000,1429000
St. Joseph Hospital,Other Non-Current Liabilities,11214000,368000,245000,,
St. Joseph Hospital,Fund Balance Unrestricted,27380000,31789000,19820000,22927000,36126000
St. Joseph Hospital,Total Liabilities and Equity,75357000,69913000,63765000,69371000,83609000
St. Joseph Hospital,Total Restricted Assets,2900000,3141000,2438000,2732000,2905000
St. Joseph Hospital,Cash and Investments,2900000,3141000,2438000,2732000,2905000
St. Joseph Hospital,Receivables,,,,,
St. Joseph Hospital,Other Assets,,,,,
St. Joseph Hospital,Total Restricted Liabilities and Equity,2900000,3141000,2438000,2732000,2905000
St. Joseph Hospital,Total Restricted Fund Balance,2900000,3141000,2438000,2732000,2905000
St. Joseph Hospital,Total Liabilities,,,,,
St. Joseph Hospital,Temporarily Restricted Net Assets,123000,119000,41000,94000,90000
St. Joseph Hospital,Permanently Restricted Net Assets,2777000,3022000,2397000,2638000,2815000
St. Joseph Hospital,Total Gross Patient Service Revenue,368710000,453113000,511496000,586464000,676046000
St. Joseph Hospital,Gross Inpatient Service Revenue,100274000,119899000,130854000,149122000,176264000
St. Joseph Hospital,Gross Outpatient Service Revenue,268436000,333214000,380642000,437342000,499782000
St. Joseph Hospital,Free Care (Charity Care),1544000,1774000,2038000,3943000,4304000
St. Joseph Hospital,Bad Debt (Provision for Bad Debt),7418000,6388000,7462000,7889000,12123000
St. Joseph Hospital,Contractuals,226430000,280747000,325572000,382880000,447389000
St. Joseph Hospital,Changes in Prior Year Estimated/Final Settlements,-4014000,-255000,-343000,-1613000,-2245000
St. Joseph Hospital,Net Patient Service Revenue,137332000,164459000,176767000,193365000,214475000
St. Joseph Hospital,Other Operating Revenue,13538000,9647000,6363000,6393000,9454000
St. Joseph Hospital,Total Operating Revenue,150870000,174106000,183130000,199758000,223929000
St. Joseph Hospital,Total Operating Expenses,151375000,174545000,193005000,198021000,220306000
St. Joseph Hospital,Deprecation and Amoritization,3092000,2160000,2471000,2579000,2807000
St. Joseph Hospital,Interest,741000,601000,603000,594000,606000
St. Joseph Hospital,Advertising Expenses,,,,,
St. Joseph Hospital,Allowed Advertising Expenses,,,,,
St. Joseph Hospital,Non-Allowed Advertising Expenses,,,,,
St. Joseph Hospital,Salaries and Benefits,74313000,85126000,94459000,102855000,116552000
St. Joseph Hospital,Other Operating Expenses,73229000,86658000,95472000,91993000,100341000
St. Joseph Hospital,Net Operating Income,-505000,-439000,-9875000,1737000,3623000
St. Joseph Hospital,Total Non-Operating Revenue,534000,1636000,-3086000,-168000,-18000
St. Joseph Hospital,Total Investment Income,353000,1557000,-1031000,159000,349000
St. Joseph Hospital,Interest and Dividends,310000,497000,319000,232000,297000
St. Joseph Hospital,Realized Gains/Losses on Sales of Securities,206000,2348000,313000,-73000,52000
St. Joseph Hospital,Permanently Impaired Security Write Downs,-163000,-1288000,-1663000,,
St. Joseph Hospital,Gains/Losses on Joint Ventures/Equity Investments,465000,663000,-1667000,,
St. Joseph Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
St. Joseph Hospital,"Other Non Operating Revenues (Gifts, Bequests,",-284000,-584000,-388000,-327000,-367000
St. Joseph Hospital,Excess of Revenue Over Expenses,29000,1197000,-12961000,1569000,3605000
St. Joseph Hospital,Extraordinary Gains/Losses,,,,,
St. Joseph Hospital,Total Surplus/Deficit,29000,1197000,-12961000,1569000,3605000
St. Joseph Hospital,Total Change in Unrestricted Net Assets,515000,4408000,-11969000,3107000,13199000
St. Joseph Hospital,Net Assets Released for Restrictions - Capital,323000,2913000,199000,273000,1799000
St. Joseph Hospital,Unrealized Gains/Losses on Investments,,,,449000,511000
St. Joseph Hospital,Minimum Pension Liability Adjustment,,298000,793000,,
St. Joseph Hospital,Transfers from/To Affiliates,163000,,,,7284000
St. Joseph Hospital,Mergers,,,,,
St. Joseph Hospital,Consolidations with Support Organizations,,,,,
St. Joseph Hospital,Other Changes,,,,816000,
St. Mary’s Regional Medical Center,Total Current Assets,57772000,59885000,58086000,68489000,66576000
St. Mary’s Regional Medical Center,Cash and Investments,10244000,3597000,5265000,2663000,14490000
St. Mary’s Regional Medical Center,Current Assets Whose Use is Limited,893000,1000,,,
St. Mary’s Regional Medical Center,Net Patient Accounts Receivable,22542000,25953000,23062000,26507000,22686000
St. Mary’s Regional Medical Center,Due From Affiliates,19785000,23271000,21309000,17642000,14949000
St. Mary’s Regional Medical Center,Third Party Settlements,,,,10364000,5290000
St. Mary’s Regional Medical Center,Other Accounts Receivable,853000,,556000,,
St. Mary’s Regional Medical Center,Inventory,2166000,3306000,2441000,3045000,2681000
St. Mary’s Regional Medical Center,Other Current Assets,1289000,3757000,5453000,8268000,6480000
St. Mary’s Regional Medical Center,Total Non-Current Assets,66959000,71763000,65192000,63425000,63243000
St. Mary’s Regional Medical Center,Trustee Held Investments,,,,,
St. Mary’s Regional Medical Center,Board Designated & Undesignated Investments,3938000,5257000,11000,572000,930000
St. Mary’s Regional Medical Center,Due from Affiliates,,,,,
St. Mary’s Regional Medical Center,Investment in Affiliates,2466000,2485000,2337000,1792000,2113000
St. Mary’s Regional Medical Center,Other Non-Current Assets,-20000,,,,
St. Mary’s Regional Medical Center,"Gross Property, Plant and Equipment (PP&E)",165286000,133221000,136405000,138848000,143065000
St. Mary’s Regional Medical Center,Accumulated Deprecation,104711000,69200000,73561000,77787000,82865000
St. Mary’s Regional Medical Center,"Net Property, Plant and Equipment (PP&E)",60575000,64021000,62844000,61061000,60200000
St. Mary’s Regional Medical Center,Total Unrestricted Assets,124731000,131648000,123278000,131914000,129819000
St. Mary’s Regional Medical Center,Total Current Liabilities,26576000,46971000,89347000,130959000,133276000
St. Mary’s Regional Medical Center,Current Long Term Debt (LTD),3134000,1373000,1268000,1322000,758000
St. Mary’s Regional Medical Center,Accounts Payable Plus Accrued Expenses,17926000,20524000,30173000,29599000,5666000
St. Mary’s Regional Medical Center,Estimated Third Party Settlements,-498000,-2751000,-2274000,,
St. Mary’s Regional Medical Center,Due to Affiliates,433000,16687000,56892000,90026000,109553000
St. Mary’s Regional Medical Center,Other Current Liabilities,5581000,11138000,3288000,10012000,17299000
St. Mary’s Regional Medical Center,Total Non-Current Liabilities,45664000,36834000,36186000,33628000,34591000
St. Mary’s Regional Medical Center,Long Term Debt (LTD),33356000,2671000,2023000,-165000,-990000
St. Mary’s Regional Medical Center,Estimated Third Party Settlements,,,,,
St. Mary’s Regional Medical Center,St.,,,,,
St. Mary’s Regional Medical Center,Due to Affiliate,2428000,33583000,33583000,33213000,33213000
St. Mary’s Regional Medical Center,Self Insurance Fund,,,,,
St. Mary’s Regional Medical Center,Accrued Pension and Post Retiree Health Benefits,,,,,
St. Mary’s Regional Medical Center,Other Non-Current Liabilities,9880000,580000,580000,580000,2368000
St. Mary’s Regional Medical Center,Fund Balance Unrestricted,52491000,47843000,-2255000,-32673000,-38048000
St. Mary’s Regional Medical Center,Total Liabilities and Equity,124731000,131648000,123278000,131914000,129819000
St. Mary’s Regional Medical Center,Total Restricted Assets,9413000,5846000,5844000,6370000,5857000
St. Mary’s Regional Medical Center,Cash and Investments,9413000,5846000,5844000,6370000,5857000
St. Mary’s Regional Medical Center,Receivables,,,,,
St. Mary’s Regional Medical Center,Other Assets,,,,,
St. Mary’s Regional Medical Center,Total Restricted Liabilities and Equity,9413000,5846000,5844000,6370000,5857000
